freq,verbatim_term,prefLabel_en
1,rainy weather,rainy weather
1,in a dry place,in a dry place
1,in water,in water
1,in a cool place,in a cool place
1,into fresh earth,into fresh earth
1,in a garden outdoors,in a garden outdoor
1,fresh &amp; damp earth,fresh &amp; damp earth
1,wind or the cold,wind
1,in all weather,in all weather
1,serain &amp; the humidity of the night,serain &amp; the humidity of the night
1,rainy and humid weather,rainy and humid weather
1,in sunlight,in sunlight
1,current of the waters,current of the water
1,hot sun,sun
1,serain &amp; s quite dry weather,serain &amp; s quite dry weather
1,in the fields,in the field
1,sun in june,sun
1,wind from a window,wind
1,moist &amp; humid place,moist &amp; humid place
1,the air,the air
1,the wind,wind
1,cold &amp; humidity,cold
1,spring of water in the pit,spring of water in the pit
1,in a very flat &amp; level place,in a very flat &amp; level place
1,humid or enclosed place,humid or enclosed place
1,in the earth,in the earth
1,under wheat chaff or warm manure,under wheat chaff or warm manure
2,in the cold,in the cold
1,lean &amp; dry earth,lean &amp; dry earth
1,water where crayfish eat,water
1,close to the house,close to the house
1,in straw,in straw
1,night be dark &amp; without ☾,night be dark &amp; without ☾
1,silver spoon that one uses at the table,silver spoon that one uses at the table
1,lean soil,lean soil
1,gutter of some roof,gutter of some roof
1,in the open,in the open
1,"the room, house, &amp;c",room
