freq,verbatim_term,prefLabel_en
1,desramonet,desramonet
3,emery,emery
1,vat,vat
1,rakes,rake
5,pin,pin
1,receptacle,receptacle
3,retort,retort
7,crucibles,crucible
1,cendrée,cendrée
8,luted,luted
18,porphyry,porphyry
1,sift,sift
18,forge,forge
3,anvil,anvil
8,penknife,penknife
1,cochiaro,cochiaro
1,ditto,ditto
2,cutting-punch,cutting-punch
1,reed,reed
4,vial,vial
1,baton,baton
3,pipe,pipe
2,ramrod,ramrod
2,nut,nut
1,plumb,plumb
2,spoonful,spoonful
20,lute,lute
2,canvas,canva
5,tile,tile
1,puncheon,puncheon
3,card,card
16,sieve,sieve
2,dish,dish
7,needle,needle
8,bottle,bottle
1,bottles,bottle
1,weights,weight
1,stopper,stopper
1,ampul,ampul
2,basket,basket
6,carton,carton
12,paper,paper
1,medal,medal
1,lime-twigs,lime-twig
1,cages,cage
4,files,file
3,burnisher,burnisher
5,linen,linen
1,felt,felt
1,rollers,roller
2,fingertip,fingertip
1,plates,plate
1,mattras,mattra
1,stoppered,stoppered
3,vise,vise
2,bolt,bolt
1,shelves,shelf
1,bedsheet,bedsheet
1,tub,tub
1,vessels,vessel
1,sticks,stick
1,socket,socket
1,top,top
1,muid,muid
4,cauldron,cauldron
1,marbles,marble
1,palettes,palette
11,press,press
4,cotton,cotton
1,crayons,crayon
4,paintbrushes,paintbrush
5,palette,palette
14,frames,frame
1,eye,eye
1,hook,hook
1,rulers,ruler
1,easel,easel
5,spatula,spatula
2,pan,pan
1,burnished,burnished
2,straw,straw
12,fingers,finger
3,skillet,skillet
4,pestles,pestle
8,hands,hand
1,horn,horn
1,wood,wood
1,board,board
1,wirebrush,wirebrush
6,spoon,spoon
1,palm,palm
1,copper,copper
1,tin,tin
1,shell,shell
8,bowl,bowl
2,gimlets,gimlet
1,cornet,cornet
3,mortars,mortar
3,barrel,barrel
3,nails,nail
1,buckles,buckle
1,straps,strap
1,screws,screw
1,cases,case
3,bones,bone
2,bone,bone
1,shovel,shovel
1,fustée,fustée
1,arson,arson
1,well-forged,well-forged
1,boxwood,boxwood
1,chalk,chalk
1,thunderstone,thunderstone
1,chameau,chameau
1,felin,felin
1,filed,filed
1,grindstone,grindstone
1,flin,flin
4,foot,foot
1,gratteau,gratteau
1,grateau,grateau
2,tweezers,tweezer
1,rake,rake
1,estamiere,estamiere
1,firkin,firkin
1,rod,rod
1,bricks,brick
1,boring,boring
1,bore,bore
1,fornaise,fornaise
1,tiles,tile
2,lamps,lamp
2,scissors,scissor
1,alembics,alembic
3,pots,pot
1,retorts,retort
1,coffer,coffer
1,fire-steel,fire-steel
1,vials,vial
1,spoonfuls,spoonful
1,tube,tube
1,candlelight,candlelight
1,clock,clock
1,mills,mill
2,cage,cage
1,pit,pit
3,terrine,terrine
2,tools,tool
1,blast-pipes,blast-pipe
2,molding,molding
1,underfoot,underfoot
2,needles,needle
15,clamps,clamp
1,tongue,tongue
1,flagon,flagon
1,basin,basin
7,point,point
2,chisels,chisel
1,cast,cast
3,presses,press
10,chaple,chaple
1,vase,vase
1,drawer,drawer
1,fist,fist
1,hourglass,hourglass
1,case,case
2,luting,luting
1,quarton,quarton
1,almond,almond
3,slab,slab
1,bellow,bellow
1,metals,metal
1,brushed,brushed
3,clamp,clamp
2,lutes,lute
1,fournaise,fournaise
1,moulets,moulet
1,tows,tow
1,cartons,carton
1,scraper,scraper
1,taper,taper
1,penknives,penknife
1,burins,burin
1,trusseaulx,trusseaulx
3,circle,circle
1,ear,ear
1,knee,knee
1,contour,contour
1,bullitoire,bullitoire
2,scratch-brush,scratch-brush
1,scratch-brushed,scratch-brushed
1,clamped,clamped
1,lathe,lathe
1,gouge,gouge
1,cushionet,cushionet
1,bath,bath
2,threads,thread
2,onglet,onglet
1,chasing,chasing
1,chiseling,chiseling
1,sheets,sheet
1,pillars,pillar
1,stirrup,stirrup
1,semal,semal
1,gloves,glofe
1,glove,glove
1,pins,pin
1,cupel,cupel
1,puncheons,puncheon
1,crutches,crutch
1,saws,saw
1,peg,peg
1,axes,axis
1,matrices,matrix
1,"crucible covered with another, well luted",luted
1,coarse canvas,canva
1,very light tammy cloth,cloth
3,leaded pot,pot
1,copper vessel,vessel
2,steel point,point
1,venice tripoli,tripoli
1,thin sand,sand
1,emery putty,putty
1,"mold, of white stone with no eyelets",mold
1,sheet of paper,sheet
1,concave mirror,mirror
8,reverberatory furnace,furnace
1,small pincers with a long beak,pincer
5,small pincers,pincer
1,cutting file,cutting file
1,small furnace,furnace
1,wood model,wood model
1,enamel cannules,cannule
1,roller press,press
1,polished marble,marble
2,piece of felt,piece of felt
1,wooden board,board
1,glass of good wine,glass
7,linen cloth,cloth
1,"alembic, well-luted",luted
1,marcasite powder,marcasite powder
1,copper blade,blade
1,tin wheel,wheel
1,"wheels for doing this, one of tin, one of lead &amp; one of fine copper",wheel
2,copper wheel,wheel
9,glass bottle,bottle
1,joiner's plane,plane
2,fine sieve,sieve
1,oil palette,palette
1,head band,head band
1,pumice stone powder,pumice stone powder
1,diamond points,point
1,lead wheel,wheel
2,piece of leather,piece of leather
1,polishing wheel of copper,wheel
1,covered oven,covered oven
1,barbers' ovens,oven
1,relief medal,medal
1,powder of the said tripoli,powder of the said tripoli
1,goldsmiths’ bouteure,goldsmiths’ bouteure
1,lead tinwheel,lead tinwheel
2,goldsmith’s forge,forge
2,small hog bristle brushes,brush
1,diamond point,point
1,glassworkers’ solders,glassworkers’ solder
1,iron casket,iron casket
1,fine sieves of raw silk,siefe
1,fine &amp; delicate sieves,fine &amp; delicate siefe
1,long chpoles,long chpole
1,chevron beams,chevron beam
1,measuring line,measuring line
6,cuttlefish bone,bone
1,little handle,handle
1,wooden mallet,mallet
1,round or oval-shaped triblet,round or oval-shaped triblet
1,iron or metal shells,shell
1,biggest charcoal,charcoal
1,new charcoal,charcoal
1,small forges,forge
1,large file,file
1,round furnace,furnace
1,big charcoal,charcoal
1,bellows’ pipes,pipe
1,iron pots,pot
1,square furnace,furnace
1,needle’s worth of fine silk,needle’s worth of fine silk
1,well closed and tin vessel,well closed and tin vessel
1,nail of your right thumb,nail
1,big finger,finger
1,leather sleeves or bags,leather sleeves or bag
1,hair sieve,sieve
1,artificial fire,artificial fire
1,plumb line,plumb line
3,iron pegs,peg
1,short stick,stick
1,wooden bungs,bung
1,model of paper,model of paper
1,iron spoon,spoon
2,iron pot,pot
1,cold molds,mold
1,female mold,mold
1,lead vessel,vessel
1,stopper of the bottle,stopper
1,grais molds,mold
1,emery stone powder,emery stone powder
1,iron wheels,wheel
1,grais mold,mold
1,leather nailed onto a piece of wood,nailed
1,soldering iron,soldering iron
1,sharp iron,iron
1,cutting iron,cutting iron
1,metal molds,mold
1,well-furbished knife,knife
1,stick of well dried between wicker,stick of well dried between wicker
1,piece of silver,piece of silver
1,bodkin rounded at the tip &amp; that goes into its handle,bodkin rounded at the tip &amp; that goes into its handle
1,funnel of fer blanc,funnel
1,large stick,stick
1,shirt of rough cloth,shirt of rough cloth
1,little box,box
1,larger box,box
1,leather box,box
1,large box,box
1,small box,box
1,smaller box,box
1,leather cover of the same length as the box,leather cover of the same length as the box
1,box of boxwood banded with rings,box
3,small stick,stick
1,"pikes, with joists","pikes, with joist"
1,"knives, either kitchen or table",knife
1,halberd points,point
1,small wooden bushels,bushel
1,conjuror’s pouch,pouch
1,folded handkerchief,folded handkerchief
1,wooden bell,bell
1,white leather of the color of the wood,leather
1,boxwood balls,ball
1,"small sheath of plain leather, such as cow or morocco",sheath
1,ring finger,finger
1,little finger,finger
1,leather sheath,sheath
1,right hand,hand
1,leather mold,mold
10,four à vent,four à vent
3,bellows furnace,furnace
1,wood furnace,furnace
5,hot iron,iron
1,annealing furnace,furnace
1,thick round iron rod,rod
1,case of iron or metal,case
1,tripoli from bretagne,tripoli
1,pulverized salt,pulverized salt
1,pulverized pumice stone,stone
1,soft wood,wood
1,wheel of soft wood,wheel
1,willow stick,stick
1,tripoli of brittany,tripoli
1,dyers’ vat,vat
1,shovels of iron,shovel
1,steel awl,awl
1,linen cloths,cloth
1,à vent bellows furnace,furnace
1,top grate,grate
1,bottom grate,grate
1,mold of earth,mold
1,piece of glass,piece of glass
1,sublimatorio di vetro,sublimatorio di vetro
1,small flat stick,stick
1,flaming red tile,tile
1,little ramrod,ramrod
1,smooth &amp; well-leveled table,table
1,very smooth string without knots,string
1,walnut shell,shell
1,small burin,burin
2,writing quill,writing quill
1,crucibles for melting metal,crucible
1,those for glassmakers,those for glassmaker
1,tammy cloth,cloth
1,mold made of canvas,mold
1,flat tile,tile
1,pick of wood or iron,pick of wood or iron
1,varnished earthenware pot,varnished earthenware pot
1,square tile,tile
2,copper mold,mold
1,stone molds,mold
1,resin candle,candle
1,copper molds engraved with a burin,copper molds engraved with a burin
1,resin candles,candle
1,tin molds,mold
1,quite pointy feather,feather
1,cleft stick,stick
1,playing card,playing card
1,glass ampul,ampul
1,vat full of water,vat
1,quite even &amp; table,table
1,bottom of a glass,bottom of a glass
1,small even table,table
1,sheets of paper,sheet
1,piece of white paper,piece of white paper
1,wet napkins,napkin
1,moist handkerchief,moist handkerchief
1,printing plates,plate
1,copper plates,plate
2,piece of paper,piece of paper
1,wood blocks,wood block
1,wood block,wood block
1,pitcher or earthen jug,pitcher or earthen jug
1,large glass mattras,mattra
1,high shelves,shelf
1,white linen,linen
1,chafing dishes &amp; with glowing charcoal,dish
1,feather cushions,feather cushion
1,fir box,box
1,sieve made of strings,sieve
1,lit hay,lit hay
1,long stick,stick
1,big cauldron,cauldron
2,dung heap,dung heap
1,small even board,board
1,fabric of cambray,fabric of cambray
1,handle of paintbrushes,handle
1,knife point,point
1,small rods to rest their hand when they are painting,rod
1,very thin paintbrushes which have a firm point,paintbrush
1,tip of a knife,tip of a knife
1,oil paintbrush,paintbrush
1,tip of the paintbrushes,tip of the paintbrush
1,point of the paintbrush &amp; the rest with the flat part,point
1,point of the dry &amp; flattened paintbrush,point of the dry &amp; flattened paintbrush
1,big bottle,bottle
1,paintbrushes composed of two or three rat whiskers,paintbrush
1,tip of the paintbrush,tip of the paintbrush
1,fairly large paintbrush,paintbrush
1,tip of another ruler,tip of another ruler
1,judgement of the eye,judgement of the eye
1,plumb lines,plumb line
1,molds of iron &amp; copper,mold
1,cristallin mirror,mirror
1,oil paintbrushes,paintbrush
2,paintbrushes for oil,paintbrush
1,linen cloths soaked with water from a honey bee hive,linen cloths soaked with water from a honey bee hive
1,square files,file
1,soft files,file
1,"mortar of metal, or better yet, of iron",mortar
1,wax candle,candle
1,frame mold,mold
6,double sieve,sieve
1,linen sleeve,sleeve
1,burning paper,paper
1,tin pot,pot
1,small stick split and quartered at the tip,small stick split and quartered at the tip
2,chafing dish,dish
1,crooked iron,iron
1,latten wirebrush,wirebrush
1,well evened table,table
1,shirt sleeve,sleeve
1,tin dish,dish
3,iron mortar,mortar
1,small tile oven,oven
4,earthen pot,pot
1,cloth that should be rather tight,cloth
1,spatula of wood,spatula
4,glass vial,vial
1,wolf’s tooth,tooth
2,earthen vessel,vessel
3,tooth of a wolf or dog,tooth
1,stone mortar,mortar
1,white cloth,cloth
1,very clean glass,glass
1,reinforced firkin,firkin
1,a bit of cork,a bit of cork
1,table is quite even,table is quite even
1,very fine linen,linen
1,iron or metal pot,pot
2,iron rod,rod
1,sharp point,point
1,lead mold,mold
1,wood stick,stick
1,iron slab,slab
1,copper kettle,copper kettle
1,common sieve,sieve
2,very small hog bristle brushes,brush
1,very clean &amp; smooth table,very clean &amp; smooth table
1,earthen pots,pot
1,the apothecaries’ double,the apothecaries’ double
1,iron pestle,pestle
1,fine copper mortars,mortar
1,metal mortar,mortar
1,large mortars,mortar
1,boulting cloth of rough cloth or canvas,cloth
1,sleeve of a shirt,sleeve
2,bronze mortar,mortar
1,mustard mill,mill
1,square wooden cases,case
1,counter bone,bone
1,hands joined between your two knees,hands joined between your two knee
1,hooked rooftile,hooked rooftile
1,shards of wood,shards of wood
1,dish of fine tin,dish
1,hollow crucible,crucible
1,polished knife,knife
1,fresil stick,stick
1,emery horn,horn
1,knife with two handles,knife
1,"round plane, also mounted with two handles","round plane, also mounted with two handle"
1,joiner’s plane,plane
1,dog skin,dog skin
1,spinning wheel,spinning wheel
9,iron wire,iron wire
1,oil horn,horn
1,stick of the fustée,stick
1,small narrow plane,plane
1,baston a felinder,baston a felinder
1,pulverized emery,pulverized emery
1,farriers’ forge,forge
1,dry chalk,chalk
1,halberd point,point
1,thunder stone,stone
1,small iron tool,tool
1,joiners’ bench,joiners’ bench
1,black stone,stone
1,scabbard bench,scabbard bench
1,sharpening stone,sharpening stone
1,baton à felinder,baton à felinder
1,cauldron full of ashes,cauldron
1,soft file,file
1,furbishers’ furnace,furnace
1,"soft, very soft, file","soft, very soft, file"
1,white linen cloth,cloth
1,varnished bowl,bowl
1,very fine sieve,sieve
1,iron stake,stake
1,pruning knife,pruning knife
1,small stick wrapped in tow,small stick wrapped in tow
1,head of a nail,head of a nail
1,slab of glass,slab
1,mortar of wood,mortar
2,mortar of glass,mortar
1,mortar of thick glass,mortar
1,little furnace,furnace
1,hot tile or shovel,tile
1,glowing charcoals,glowing charcoal
1,pestle of pure copper,pestle
1,totally pure copper mortar,mortar
1,kettle of pure copper,kettle of pure copper
1,thick rounded squares,thick rounded square
1,copper mortar,mortar
1,steel ver f mortar,mortar
1,glass mortar,mortar
1,cloth strainer,cloth strainer
1,unleaded pots,pot
1,terrines without lead,terrine
1,pipes of fer blanc,pipe
1,pots with a lid,pot
1,glass vessel,vessel
1,dutch quill,quill
1,glass vessels,vessel
1,wet linen cloth,cloth
1,new wooden spatula,spatula
1,fine linen cloth,cloth
1,ear picker,ear picker
1,crystal mirror,mirror
1,glass globe or jar,glass globe or jar
2,very sharp penknife,penknife
1,very soft thread,thread
1,slip of linen,slip of linen
1,kneading troughs,kneading trough
1,device of little crossed sticks,device of little crossed stick
1,small wooden pin,pin
1,green cloth,cloth
1,iron presses,press
1,glassmaker’s fournaise,fournaise
1,woollen cloth,cloth
1,wire of the same metal that they cast,wire of the same metal that they cast
1,surrounded with bricks,surrounded with brick
1,fornaise of those who make pots,fornaise
2,fourneau à vent,fourneau à vent
1,twisted cord of the saw,cord
1,archal wire,archal wire
1,blade of iron reddened in the fire,blade
4,noyau molds,mold
3,frame molds,mold
1,molds for casting latten,mold
1,blade of lead,blade
3,small bristle brushes,brush
2,wooden spoon,spoon
1,feather quills,quill
1,large oil paintbrushes,paintbrush
1,lead bowl,bowl
1,clean bottle or vessel,bottle
1,fine needle of steel,needle
1,round stick which pastry makers,stick
1,points of iron,point
1,point of iron,point
1,solid plank or table,solid plank or table
1,point of an iron wire,point
3,points of iron wire,point
1,small curved instrument,small curved instrument
1,bowls of different size which have a lip,bowl
1,bowl of leaded earth,bowl
2,point of a hot iron wire,point
1,delicate points of of fil cist cittern strings,point
1,rough linen cloth,cloth
1,small flat pincers,pincer
1,tiny hog bristle brushes,brush
2,small point,point
1,reheated molds,mold
4,little bellows,bellow
1,tempered sand mold,mold
1,barrels filled with earth &amp; covered with manure,barrel
2,tip of your finger,tip of your finger
1,bottle of water,bottle
1,mold en noyau,mold
1,wax peg,wax peg
1,wire stem,wire stem
1,small sticks,stick
1,wire drawing plate,plate
1,iron wire wrapped in cotton,iron wire wrapped in cotton
1,cut paintbrush,cut paintbrush
1,soft brush,brush
1,vessel filled with ashes or sand,vessel
1,large frame,frame
1,bottle of common water,bottle
1,tallow candle,candle
1,bottle in which one boils tisane,bottle
1,trivets of iron,trivet
1,small brushes,brush
1,silver spoonfuls,spoonful
1,good pot of water,pot
1,fornaise of the potters,fornaise
1,sheet of tin,sheet
1,glassmaker’s fornaise,fornaise
1,flat box,box
1,green fabric,green fabric
1,small pointed stick,stick
1,barrel full of earth,barrel
1,horsehair sieve,sieve
1,well sealed vessel,vessel
1,big vessels,vessel
1,"vat, or in a cos of earth full of water",vat
1,glass boxes,box
1,glass bottles,bottle
1,"earthenware bowl, from which the peasants eat their soup",bowl
1,good lute,lute
1,tip of a hot iron wire,tip of a hot iron wire
1,thick needle,needle
1,point of a penknife,point
1,end of a iron wire that is hot,end of a iron wire that is hot
16,clay slab,slab
1,good crucible,crucible
1,good tile,tile
1,glued to the quarton,glued to the quarton
4,hot iron wire,hot iron wire
1,end of the hot iron wire,end of the hot iron wire
1,plaster molds,mold
2,plaster mold,mold
2,circle of earth,circle
1,molds of plaster,mold
1,mold of plaster,mold
1,well-reddened mold,mold
3,small bellows,bellow
1,coarse linen,linen
1,slab of earth,slab
1,small points of latten wire,point
1,point of iron or latten wire,point
1,small board,board
1,balls of lead or of wax,ball
4,iron points,point
1,small rings of iron wire,small rings of iron wire
1,points of fine iron latten wire,point
1,quite flat slate,quite flat slate
3,iron point,point
1,small molds,mold
1,little points,point
1,slabs of wax,slab
3,earthen slab,slab
1,little bands,little band
1,big molds,mold
2,small points,point
1,small &amp; large bellows,bellow
1,brim of a burin,brim of a burin
1,stalk of copper or iron,stalk of copper or iron
1,cloth soaked in pig fat mixed with saltpeter or sal ammoniac,cloth soaked in pig fat mixed with saltpeter or sal ammoniac
1,flat pincers of iron wire,pincer
1,knife points,point
1,point of an oiled paintbrush,point
3,point of a knife,point
1,fresh clay slab,slab
1,steel mortar,mortar
1,things that withstand the fire,things that withstand the fire
1,small finishing hammer,hammer
1,large molds,mold
1,adapted carton,carton
1,very tight presses,press
1,stirrup or screw of iron,stirrup
1,point of gold or hard wood,point
1,square pots,pot
1,sheets of copper,sheet
1,hot slate,hot slate
1,bowl with handles,bowl
1,mold à noyau,mold
1,hot penknife,penknife
1,mold which is of white plaster,mold
1,little stick,stick
1,slab of yellow potter’s earth,slab
1,little hot iron,iron
2,little brushes,brush
2,iron wire point,point
1,little chaples,chaple
1,appropriate thing,appropriate thing
2,circle of clay,circle
1,band of clay,band of clay
1,iron wire points,point
1,clay entredeux,clay entredeux
1,clay entredeulx,clay entredeulx
1,half mold,mold
2,little pincers,pincer
1,fresh clay,fresh clay
1,strong point,point
1,bronze mortars,mortar
1,large square filee,large square filee
1,little piece of twisted paper,little piece of twisted paper
1,small points of wood,point
1,smooth wood,wood
1,thin thread,thread
1,flat molds,mold
1,au en bowl,au en bowl
1,clay closure,clay closure
1,long glass,glass
1,clay slabs,slab
1,large paintbrush,paintbrush
1,point of hot iron,point
2,clay contour,contour
1,"points of hot, thick iron wire",point
2,clay circle,circle
1,entredeulx of clay,entredeulx of clay
1,points of rather strong iron,point
1,entre deulx of clay,entre deulx of clay
1,"latten skillets, which are beaten &amp; forged thinly","latten skillets, which are beaten &amp; forged thinly"
1,handle of a hammer,handle
2,iron case,case
3,small chisel,chisel
1,point of a small chisel,point
4,small file,file
1,little gouge,gouge
1,little round cutting-punch,little round cutting-punch
1,bad linen,linen
1,water mills,mill
1,trip hammers,hammer
2,common lute,lute
1,hot iron touching point,point
1,end of your finger,end of your finger
1,small gouges,gouge
1,iron wires,iron wire
1,circle of soft clay,circle
1,back of a knife,back of a knife
1,small cutting-punches,small cutting-punch
1,round cutting-punch,round cutting-punch
3,small chisels,chisel
1,little small chisels,chisel
1,small serrated chisels,chisel
1,sparkling hot iron plates,plate
1,very thin comb,very thin comb
1,little candle,candle
1,latten wire,latten wire
1,leather cushionet,cushionet
1,goldsmith’s table,table
1,delicate plate of lead,plate
1,glass or smooth slate,glass
1,sheets of lead &amp; copper,sheet
1,rolling pins,pin
1,small stick of boxwood,stick
1,rolling pin,rolling pin
1,small paintbrush,paintbrush
1,stalk of latten wire,stalk of latten wire
1,small hot point of iron,point
1,ordinary engraving burin,burin
1,hot iron wire point,point
1,hot iron point,point
1,little paintbrush,paintbrush
1,cuttlefish bones,bone
1,cotton cloth,cloth
1,sock from the right d foot that has been worn,sock from the right d foot that has been worn
1,fatty vessel,vessel
1,scratch brush made of wires of latten.,brush
1,hot charcoal,charcoal
1,large wooden presses made with screws,press
1,sheets of iron,sheet
1,plates of iron,plate
1,small iron pillars,pillar
1,lighted candle,lighted candle
1,large billet,large billet
1,tiler’s oven,oven
1,common vessel,vessel
1,long table,table
1,thick stick,stick
1,bread oven,oven
1,reddened iron shovel,reddened iron shovel
1,feather quill,quill
1,silver spoon,spoon
1,small silver bowl,bowl
1,point of a chaple or burin,point
1,side of the burin,side of the burin
1,pieces of plump &amp; thick felt,felt
1,wet sponge,sponge
1,small pieces points of iron or steel wire,point
1,spinet string,string
1,large augers,auger
1,iron fork,fork
1,iron fork made like pincers,iron fork made like pincer
1,small iron pincers,pincer
1,short hooked peg,short hooked peg
1,"small peg, hooked like the hinge of a door","small peg, hooked like the hinge of a door"
1,iron peg,peg
1,iron rod q made with three claws at the end,iron rod q made with three claws at the end
1,common iron pegs,peg
1,fork made like pincers,fork made like pincer
1,gimlets of wheelwrights,gimlet
1,strap hinge,strap hinge
1,knife-like saws,saw
1,large iron pegs,peg
1,thick canvas,canva
1,thick cloth,cloth
1,little bells,bell
1,large mallet of wood,mallet
1,iron fork made in the form of pincers of the height of a man,iron fork made in the form of pincers of the height of a man
1,stone from istre,stone
1,relief puncheons,puncheon
1,steeled iron,steeled iron
1,delicate straw,straw
1,thin wire of latten,thin wire of latten
1,lateres igniti,lateres igniti
