freq,verbatim_term,prefLabel_en
2,varnish of spike lavender oil,varnish
1,sieved ashes,sieved ash
1,white soap,soap
1,grains of wheat,grain
2,black pitch,pitch
1,hog’s fennel,hog’s fennel
2,bread crusts,crust
4,black varnish,varnish
1,peeled garlic cloves,clofe
6,soot black,black
1,quite strong vinegar,vinegar
1,varnish of iron etchers,varnish
1,pitch resin,resin
1,venice tripoli,tripoli
1,thin sand,sand
1,cuivre franc,cuivre franc
1,emery putty,putty
2,white stone,stone
1,rosette copper,copper
11,soft tin,tin
4,pin filings,filing
25,looking-glass tin,tin
1,water of ret hide glue,water
1,clean water,water
15,azur d’esmail,azur d’esmail
1,burnished silver,burnished silver
5,or mat,or mat
15,clear water,water
1,"good chalk, quite white, well ground",chalk
1,turpentine varnish and not spike lavender varnish,varnish
4,rouge clair,rouge clair
1,turpentine or spike lavender varnish,turpentine
5,willow charcoal,charcoal
1,fine boli armeni,fine boli armeni
1,venice  laque platte,venice  laque platte
5,burnished gold,burnished gold
1,gilded lead work,gilded
21,lead white,lead
1,laque ronde,laque ronde
1,walnut or linseed oil,walnut
2,candy sugar,sugar
1,lamb tallow,tallow
1,enamel cannules,enamel cannule
1,latten or iron wire,latten
1,polished marble,marble
1,mine de plomb,mine de plomb
5,fatty oil,oil
2,gold color,gold color
1,smoke of partridge or of yellow or red cloth,smoke
9,strong glue,glue
1,service tree wood,wood
5,fer blanc,fer blanc
1,sheets of copper or latten,sheet
7,dragon’s blood,blood
8,white wine,wine
1,codfish skin,skin
1,parchment scrapings,parchment scraping
1,mouth glue,glue
1,barely boiling water,barely boiling water
8,fish glue,glue
2,pumice stone,stone
1,dried common walnuts,walnut
2,good wine,wine
1,finely pulverized golden &amp; yellow marcasite,finely pulverized golden &amp; yellow marcasite
1,aquae fabrorum antiquae,aquae fabrorum antiquae
1,mellis communis,mellis communi
1,boli armeniae,boli armeniae
10,gold leaf,gold leaf
1,fig tree milk,milk
1,strongest vinegar,vinegar
1,balas ruby,ruby
1,marcasite powder,powder
7,gum water,water
9,fine gold,gold
2,argent moulu,argent moulu
1,oriental jacinth,jacinth
6,fine copper,copper
23,fine tin,tin
1,latten filings,filing
5,hot ashes,ash
2,vert de terre,vert de terre
2,red enamel,enamel
8,common salt,salt
3,gum ammoniac,ammoniac
1,wool with thick hairs,wool
3,tin leaf,tin leaf
3,clear turpentine,turpentine
1,mottled jasper,jasper
1,spike lavender varnish,varnish
1,gold &amp; silver leaf,gold
1,counterfeit jasper,jasper
1,filings of talc or of pins,filing
8,stil de grain yellow,stil de grain yellow
1,juice of weld,juice
1,horn used for lanterns,horn used for lantern
1,common azur,common azur
1,finely pulverized common salt,salt
3,alum water,water
1,starch glue,glue
1,dry horse dung,dung
1,"eggs, divide them in half &amp; take the yolk out, &amp; between the two halves of the white","eggs, divide them in half &amp; take the yolk out, &amp; between the two halves of the white"
4,egg yolk,yolk
1,colored water,water
1,rock water,water
1,azure ashes,ash
1,vert d’azur,vert d’azur
3,esmail d’azur,esmail d’azur
2,damascus steel,steel
1,common aquafortis,aquaforti
1,raw mutton flesh,flesh
1,pumice stone powder,powder
1,pulverized sanguine,sanguine
2,terre chimolée,chimolée
1,fuller’s earth,earth
1,cooked chimolée,cooked chimolée
1,peelings from the fig tree,peelings from the fig tree
2,white varnish,varnish
10,glair of egg,glair
1,powder of the said plaster,powder
1,plaster powder,powder
1,pestled paper,paper
17,melted wax,melted wax
1,armenian bole,bole
1,yellow pearls,pearl
1,powder of the said tripoli,powder
1,refired enamel,refired enamel
5,hog bristle,hog bristle
2,yellow arsenic,arsenic
1,sublimated arsenic,arsenic
38,sal ammoniac,ammoniac
1,engraved tai stones,engraved tai stone
1,stones cut in facets and flat,stones cut in facets and flat
1,tammy of raw silk,tammy of raw silk
2,sulfur smoke,smoke
1,raw silk,silk
1,yellow raw &amp; natural silk,yellow raw &amp; natural silk
1,cendrée of azure,cendrée
2,soap water,water
1,branches of heather,branches of heather
1,light earth,earth
1,stalks of hay or straw,stalks of hay or straw
1,blocks of wood,blocks of wood
1,green dye,dye
1,damasked cloth,cloth
1,dye of guesde woad or pastel woad,dye
1,paltry cloth,cloth
5,cloth waste,cloth waste
1,artificial sand,sand
1,sandy clay,clay
8,horse dung,dung
1,founders' sand,sand
6,cuttlefish bone,bone
1,thin plate of gold,plate
1,plates of lead or annealed annealed silver,plate
19,hot water,water
1,musked cotton,cotton
1,clove of garlic,clove of garlic
4,soft iron,iron
1,tempered ashes,ash
1,brittle iron,iron
1,mucilaginous water,water
2,quince seeds,seed
1,fine silk,silk
1,fine cotton wisps,cotton
1,hemp thread,thread
1,fine metal of la large bells,metal
1,metal of small bells,metal
2,fine rosette,rosette
1,ordinary cannon powder,powder
1,fine arquebus powder,powder
1,arquebus powder,powder
1,cannon powder,powder
2,well-gummed ink,ink
1,cat skin,skin
1,melted fresh butter,butter
3,egg yolks,yolk
1,dough to make fritters,dough
1,glass from lorraine,glass
2,plate glass,glass
1,cistern water,water
1,whitened water,whitened water
2,wheat starch,starch
1,wine foam,foam
1,candied peel,candied peel
1,sap squeezed or water  distilled from orange peel,sap squeezed or water  distilled from orange peel
1,foaming wine,foaming wine
1,orange juice,juice
2,black soap,soap
1,strong iron pegs,strong iron peg
1,substance of the pieces,substance of the piece
1,large steel dice,large steel dice
1,bits of chain,bits of chain
1,coarsely pestling pestled glass,coarsely pestling pestled glass
2,cart nails,nail
3,waxed canvas,waxed
1,large strip of canvas,large strip of canva
2,flint stones,stone
1,combustible things,combustible thing
1,primer powder,powder
1,very good turpentine,turpentine
1,thick canvas,canva
1,cart flint stones,stone
1,buckram strip,buckram strip
1,crude metal,metal
5,good eau-de-vie,good eau-de-vie
1,coarsely pestled glass,coarsely pestled glass
3,strong vinegar,vinegar
2,fine metal,metal
1,finest metal one can find,finest metal one can find
1,metal of a large bell,metal
1,best arquebus powder,powder
1,good powder,powder
1,a steel,steel
1,cast iron,cast iron
1,glass-looking tin,tin
7,fine lead,lead
1,tin is fine,tin is fine
1,tin is base,tin is base
4,common tin,tin
1,pierre porte morte,pierre porte morte
1,tin from england,tin
1,bread dough,dough
1,rye flour,flour
3,tragacanth gum,gum
1,paste glue,glue
1,spike lavender oil varnish,varnish
1,terre emerita,terre emeritum
1,silver leaf,silver leaf
1,simple paper,paper
1,clear starch water,water
1,terra emerita,terra emeritum
1,good kind of dragon’s blood,good kind of dragon’s blood
1,darker dragon’s blood,blood
1,rouge clair enamel,enamel
1,common eau-de-vie,common eau-de-vie
2,wine lees,wine lee
1,emery stone powder,powder
1,white clay earth,earth
2,pigeon dung,dung
7,distilled vinegar,vinegar
1,distilled urine,urine
8,red copper,copper
1,pulverized and finely ground aes ustum,pulverized and finely ground aes ustum
1,colored waters,water
1,white walnut oil,oil
1,oil of turpentine or mastic,oil
2,flanders varnish,varnish
1,reds from minium,reds from minium
4,noir d’escaille,noir d’escaille
3,white paper,paper
1,joiner’s glue,glue
3,pastel woad,pastel woad
1,pastel woad dye,dye
1,red from german,red from german
4,iron scales,scale
1,"metal, which is the substance of bells",metal
4,great metals,metal
1,fine coppersmith’s rosette,rosette
1,tin for bells,tin
1,latten made brittle by the calamine,latten made brittle by the calamine
1,brazilwood rosette,rosette
2,black cherry juice,juice
1,well dried between wicker,well dried between wicker
1,liquid rosette of brazilwood,rosette
1,fine parchment,parchment
2,rough cloth,cloth
1,powdered gold or silver,gold
3,natural sulfur,sulfur
1,calf’s foot root,calf’s foot root
1,kernels of grain,kernels of grain
2,white leather,leather
1,"plain leather, such as cow or morocco",leather
1,oribus powder,powder
1,metal the bells are made of,metal the bells are made of
1,glassworkers’ glass,glass
1,fern ashes,ash
1,well-made glass,glass
1,wormwood powder,powder
1,pepper grains,grain
1,capilli veneris syrup,syrup
1,sufficiently tempered wine,wine
1,host soaked in wine,host soaked in wine
1,foil backings for the  gemstones,foil backings for the  gemstone
1,fresh water,water
1,very fine earth,earth
1,decoction of wormwood,decoction of wormwood
2,noir à huile,noir à huile
1,esmail colombin,esmail colombin
1,clear sanguine,sanguine
1,clean glass,glass
1,gris d’escaille,gris d’escaille
1,leaded glass,glass
1,tripoli from bretagne,tripoli
1,pulverized salt,salt
1,yellow amber,amber
1,pulverized pumice stone,stone
1,very clear esmail azuré,very clear esmail azuré
1,"marigold leaves half-dried, &amp; twisted like a thread","marigold leaves half-dried, &amp; twisted like a thread"
1,white glass,glass
1,antique glass,glass
1,vapor of aquafortis,vapor of aquaforti
1,salt called by the english de armonic,salt
2,mineral salt,salt
1,tripoli of brittany,tripoli
1,soft wood,wood
1,corrosive water,water
1,smoke of safre,smoke
1,marble stone,stone
1,transparent amber,amber
1,lye of quicklime,lye
1,tawny dye,dye
1,lye of lime,lye
1,lapathum acutum,lapathum acutum
1,pure scarlet pastel woad,pure scarlet pastel woad
1,white cloth,cloth
1,black cloth,cloth
1,gold filings,filing
1,silver filings,filing
1,pistolet gold,gold
1,azure in body,azure
1,fine silver,silver
2,white enamel,enamel
2,tear of mastic,tear of mastic
1,gilding of the glass,gilding
2,garlic juice,juice
1,fine laque platte,fine laque platte
1,gilt glass,glass
2,milk of the fig tree,milk
1,linen cloths,cloth
1,glass pane,glass pane
1,white tin leaf,white tin leaf
1,root of lapathium acutum maius,root of lapathium acutum maiu
1,monk’s rhubarb,monk’s rhubarb
6,common water,water
1,cardona salt,salt
2,very good vinegar,vinegar
1,pomace soured,pomace soured
1,paste of ground enamel,paste
1,thick parchment,parchment
2,gemstone foils,foil
1,indian laque platte,indian laque platte
1,brick thoroughly ground,brick thoroughly ground
1,burned marrow of ox horn,burned marrow of ox horn
3,calcined alabaster,alabaster
5,fatty earth,earth
1,burned aspalte,burned aspalte
1,well chopped lettuces,well chopped lettuce
1,boiled millet grains,grain
1,"earth for casting, for founders",earth
1,potter’s earth,earth
1,fatty earths,earth
3,iron scale,scale
1,common delicate kind that falls under the anvil,common delicate kind that falls under the anvil
1,dung of the ewe,dung
1,charcoal powder,powder
1,colors in varnish,colors in varnish
2,tepid water,water
1,colors in turpentine &amp; mastic,colors in turpentine &amp; mastic
1,ground chalk,chalk
1,milk or bark of the fig tree,milk
2,starch water,water
1,sand for casting,sand
9,olive oil,oil
1,quite white glue,glue
1,varnish of sandarac,varnish
2,minium from england,minium
1,painters’ distemper glue,glue
1,sal armoniaco,sal armoniaco
1,negro di resina,negro di resina
1,lemon or orange juice,lemon or orange juice
1,varied and transmuted wine,varied and transmuted wine
1,tinted water,tinted water
1,pulverized talc,pulverized talc
1,copper shards that coppersmiths make,copper shards that coppersmiths make
1,linen cloth,cloth
1,"plant which grows in hedges, which has a stem similar to flax, a long &amp; broad leaf like small bugloss, which has a violet flower verging on blue &amp; is shaped like the lily flower","plant which grows in hedges, which has a stem similar to flax, a long &amp; broad leaf like small bugloss, which has a violet flower verging on blue &amp; is shaped like the lily flower"
1,dyes from flowers,dye
1,red poppy,red poppy
1,bugloss flower,flower
1,horse tail hair,hair
1,silk tammy,silk tammy
10,good vinegar,vinegar
1,mandrake apples,mandrake apple
1,white soporific oil,oil
2,pestled brick,pestled brick
1,black pitch resin,resin
2,white chalk,chalk
1,waxed paper,waxed
1,"strong paper, of the as of large printed books",paper
1,waxed cloth,waxed
2,rose honey,rose
1,clove oil,oil
5,oil of sulfur,oil
15,wheat oil,oil
1,powdered gentian,powdered gentian
1,fresh crow eggs,egg
1,oil of guaiac &amp; of sulfur,oil
1,black leather,leather
1,fresh &amp; good oil of sulfur,fresh &amp; good oil of sulfur
4,rock salt,salt
1,cinnamon or clove oil,cinnamon
1,antimony oil,oil
1,root of peony,root of peony
1,consolida maior,consolida maior
1,root of consolida maior,root of consolida maior
1,wax oil,oil
1,preserve of symphytum,preserve of symphytum
1,tartar from large vessels,tartar
1,candlestick latten,latten
1,basin latten,latten
7,pestled glass,pestled glass
2,calcined pumice stone,stone
1,"pill of precipitate,","pill of precipitate,"
1,mustard seed,seed
1,tammy cloth,cloth
1,excellent mustard,mustard
1,tartar from montpellier,tartar
1,extraction of regulus,extraction of regulu
2,pulverized tartar,tartar
1,square tile,tile
2,fine &amp; soft tin,fine &amp; soft tin
1,brittle one,brittle one
1,red &amp; soft cauldron copper,red &amp; soft cauldron copper
2,brittle tin,tin
1,resin candle,candle
3,pure lead,lead
1,calcined iron oyster shell,shell
1,casting of lead,casting of lead
3,sand for lead,sand
1,rye straw ashes,ash
1,burnt &amp; calcined cuttlefish bones,burnt &amp; calcined cuttlefish bone
1,burnt &amp; calcined pumice stone,burnt &amp; calcined pumice stone
1,ashes of walnut tree or vine,ash
1,resin candles,candle
1,brittle dou tin,tin
2,river sand,sand
1,new wax,wax
3,river water,water
1,water of the vat,water
4,bread pith,pith
2,hemp seed,seed
2,dry mortar,mortar
1,lettuce seed,seed
1,common iron,iron
1,very soft iron,iron
1,fine steel,steel
1,the finest steel,steel
1,iron bars,iron bar
1,molten iron,iron
1,strong iron,iron
1,purified steel,steel
1,spike lavender &amp;or turpentine oil,oil
3,gummed water,water
1,well-gummed water,water
1,black moderately thick,black moderately thick
4,lamp smoke,smoke
1,non-boiled linseed oil,oil
1,good lye,lye
2,wash water,water
1,finer ☉ than the other one,☉
1,good fountain or river water,good fountain or river water
1,chicken eggs,egg
1,molten ♁,molten ♁
1,oldest ♁,oldest ♁
1,female silkworm seeds,seed
1,water of sulfurous baths,water
2,white salt,salt
1,iron strip,iron strip
1,aqua regia,aqua regium
1,burnt &amp; calcined horse bones,burnt &amp; calcined horse bone
1,spongy bone,bone
1,the one from champaigne,the one from champaigne
1,dense one,dense one
3,lean sand,sand
1,marrow from the horns of oxen,marrow
1,brittle metal comes out better than the fatty,brittle metal comes out better than the fatty
1,white mulberry leaves,white mulberry leafe
1,fresh leaves,fresh leafe
1,sweet bread,bread
1,resin balls,ball
1,lit hay,lit hay
1,pestled herb which is called semperviva,pestled herb which is called semperviva
1,horseradish leaf,horseradish leaf
1,fatty red earth,earth
6,iron filings,filing
1,clear venice turpentine,turpentine
1,pure spike lavender oil varnish,varnish
1,rose of ghent,rose
1,rosette of ghent,rosette
1,gold powder,powder
1,walnut tree,walnut tree
1,pith of coarse bread,pith
1,plate lead,lead
1,knots of the fir tree,knots of the fir tree
1,pulverized terra emerita,pulverized terra emeritum
1,pear tree,pear tree
1,common ashes,ash
1,white varnish of turpentine,varnish
1,printers’ ink,ink
1,fine fatty earth,earth
1,"small, very delicate skins of lambs and young goats",skin
1,copperas black,black
1,women’s milk,women’s milk
1,thoroughly thinned and clear melted resin,resin
1,fabric of cambray,fabric of cambray
1,walnuts’ skin,skin
1,almond oil,oil
2,florence lake,lake
1,burnt bones of the feet of oxen,bone
1,black of charcoal from the mines,black
1,burnt ivory,ivory
1,peach pits,peach pit
1,ordinary charcoal,charcoal
1,palma christi seed oil,palma christi seed oil
2,azur d’acre,azur d’acre
1,bristles of the oldest rats,bristles of the oldest rat
1,porcupine quills,quill
1,bristles of beech martens &amp; weasels &amp; small animals that make musk,bristles of beech martens &amp; weasels &amp; small animals that make musk
1,squirrel’s tail hair,hair
2,charcoal black,charcoal
1,silk cloth,cloth
1,thick cloth,cloth
12,white wax,wax
1,common varnish,varnish
1,calcined pulverized pglass,calcined pulverized pglass
1,lead filings,filing
1,palma christi,palma christi
1,peeled almonds,almond
1,"mastic, pulverized &amp; passed delicately through a sieve",mastic
1,white turpentine oil,oil
1,mastic pulverized,mastic
1,soapy water,water
1,spike lavender on the oil,spike lavender on the oil
1,rose alexandrine,rose
1,vine water,water
1,rat whiskers,rat whisker
1,clear turpentine varnish,varnish
1,azure ash,ash
1,oil than that of walnut,oil
1,lead ore,lead
1,lead from flanders,lead
1,common charcoal,charcoal
1,pit coal,pit coal
1,peach pit,peach pit
1,soft wood charcoal,charcoal
1,broom flower,flower
1,brazilwood dye,dye
1,cow dung,dung
1,clearest walnut oil,oil
1,calcined cristallin,cristallin
4,yellow ocher,yellow ocher
3,oiled paper,oiled
2,orberé grain,grain
1,calcined &amp; ground cristallin,calcined &amp; ground cristallin
1,&amp; a bit of yellow ocher,&amp; a bit of yellow ocher
1,washings of oil,washings of oil
2,peelings of the fig tree,peelings of the fig tree
2,yellow ochre,yellow ochre
3,ocre de ru,ocre de ru
2,lamp black,black
2,or moulu,or moulu
1,pomegranate flowers,flower
1,blackthorn sloes,blackthorn slo
1,hot bread,bread
1,water from a honey bee hive,water from a honey bee hive
1,olive tree leaves,olive tree leafe
