folio,text in tag,before,after
tl_p036v_preTEI,France,"['the', 'same', 'way', 'in', 'England', 'more', 'beautifully', 'Near', 'Rouen', 'in']","['plate', 'glass', 'is', 'made', 'with', 'some', 'salt', 'of', 'saltwort', '&']"
tl_p036v_preTEI,Lorraine,"['pebbles', 'that', 'is', 'whiter', '&', 'more', 'delicate', 'than', 'that', 'of']","['For', 'plate', 'glass', 'can', 'be', 'melted', 'with', 'a', 'candle', '&']"
tl_p036v_preTEI,Lorraine,"['can', 'be', 'melted', 'with', 'a', 'candle', '&', 'not', 'that', 'from']","['That', 'of', 'plate', 'is', 'blown', 'in', 'a', 'long', 'bubble', 'of']"
tl_p037v_preTEI,Englishman,"['one', 'passes', 'a', 'certain', 'pulverized', 'salt', 'over', 'it', 'which', 'an']","['called', 'desramonet', 'But', 'I', 'suppose', 'that', 'this', 'was', 'pulverized', 'pumice']"
tl_p037v_preTEI,Bretagne,"['taut', 'cord', 'he', 'polished', 'his', 'amber', 'then', 'passed', 'tripoli', 'from']","['on', 'it', 'with', 'the', 'finger', 'others', 'with', 'a', 'piece', 'of']"
tl_p038r_preTEI,Saint Denis,"['of', 'Charlemagne', 'as', 'it', 'is', 'called', 'in', 'the', 'treasure', 'of']","['in', 'which', 'the', 'gemstones', 'are', 'mounted', 'without', 'leaf', 'so', 'as']"
tl_p038r_preTEI,Brittany,"['soft', 'wood', 'dipped', 'into', 'water', '&', 'dusted', 'with', 'tripoli', 'of']","['and', 'it', 'takes', 'a', 'beautiful', 'polish', 'If', 'it', 'is', 'too']"
tl_p038r_preTEI,English,"['of', 'emery', '&', 'jet', 'also', 'The', 'salt', 'called', 'by', 'the']","['de', 'armonic', 'is', 'a', 'mineral', 'salt', 'that', 'resembles', 'marble', 'stone']"
tl_p038r_preTEI,Cardona,"['a', 'very', 'hard', 'mineral', 'with', 'large', 'pieces', 'like', 'that', 'of']","['&', 'Monserrat']"
tl_p038r_preTEI,Monserrat,"['hard', 'mineral', 'with', 'large', 'pieces', 'like', 'that', 'of', 'Cardona', '&']",[]
tl_p039r_preTEI,Lauragais,"['It', 'is', 'grown', 'in']","['where', 'the', 'depth', 'of', 'the', 'earth', 'is', 'so', 'fertile', 'that']"
tl_p039r_preTEI,Lauragais,"['The', 'first', 'ones', 'are', 'better', 'The', 'best', 'pastel', 'woad', 'of']","['is', 'the', 'one', 'from', 'Carmail', '&', 'the', 'one', 'from', 'Auragne']"
tl_p039r_preTEI,Carmail,"['The', 'best', 'pastel', 'woad', 'of', 'Lauragais', 'is', 'the', 'one', 'from']","['&', 'the', 'one', 'from', 'Auragne', 'And', 'sometimes', 'the', 'pastel', 'woad']"
tl_p039r_preTEI,Auragne,"['Lauragais', 'is', 'the', 'one', 'from', 'Carmail', '&', 'the', 'one', 'from']","['And', 'sometimes', 'the', 'pastel', 'woad', 'is', 'good', 'in', 'one', 'field']"
tl_p040r_preTEI,Cardona,"['the', 'mineral', 'salt', 'which', 'resembles', 'marble', '&', 'which', 'one', 'calls']","['salt', 'in', 'Catalonia', '&', 'at', 'the', 'border', 'of', 'Spain', 'jec']"
tl_p040r_preTEI,Catalonia,"['which', 'resembles', 'marble', '&', 'which', 'one', 'calls', 'Cardona', 'salt', 'in']","['&', 'at', 'the', 'border', 'of', 'Spain', 'jec', '&', 'throwing', 'it']"
tl_p040r_preTEI,Spain,"['calls', 'Cardona', 'salt', 'in', 'Catalonia', '&', 'at', 'the', 'border', 'of']","['jec', '&', 'throwing', 'it', 'in', 'the', 'all', 'red', 'or', 'quite']"
tl_p040v_preTEI,Indian,"['tear', 'of', 'dragon', 's', 'blood', 'tempered', 'with', 'eau-de-vie', 'or', 'else']","['laque', 'platte', 'which', 'in', 'my', 'opinion', 'is', 'made', 'in', 'Flanders']"
tl_p040v_preTEI,Flanders,"['Indian', 'laque', 'platte', 'which', 'in', 'my', 'opinion', 'is', 'made', 'in']","['tempered', 'with', 'clear', 'turpentine', '&', 'tear', 'of', 'mastic', '&', 'laid']"
tl_p043r_preTEI,England,"['always', 'leaving', 'each', 'layer', 'to', 'dry', 'Next', 'with', 'minium', 'from']","['ground', 'on', 'marble', 'or', 'burnt', 'lead', 'grind', 'av', '&', 'temper']"
tl_p043r_preTEI,England,"['on', 'the', 'medal', 'then', 'varnish', 'Once', 'dry', 'grate', 'minium', 'from']","['on', 'top', 'with', 'a', 'paintbrush', 'or', 'a', 'finger', 'The', 'said']"
tl_p044r_preTEI,Paris,"['half', 'two', 'inches', '&', 'a', 'few', 'lines', 'which', 'is', 'the']","['aulne', 'The', 'medium', 'hackbut', 'which', 'is', 'the', 'usual', 'one', '&']"
tl_p044v_preTEI,Coustance,"['They', 'are', 'made', 'at']","['in', 'Normandy', 'with', 'horse', 'tail', 'hair', 'which', 'they', 'clean', 'with']"
tl_p044v_preTEI,Normandy,"['They', 'are', 'made', 'at', 'Coustance', 'in']","['with', 'horse', 'tail', 'hair', 'which', 'they', 'clean', 'with', 'lye', 'because']"
tl_p044v_preTEI,Toulouse,"['dozen', '&', 'each', 'dozen', 'xxx', 'sous', 'They', 'bring', 'them', 'to']","['to', 'transport', 'them', 'afterward', 'to', 'Spain', 'and', 'take', 'silk', 'tammy']"
tl_p044v_preTEI,Spain,"['They', 'bring', 'them', 'to', 'Toulouse', 'to', 'transport', 'them', 'afterward', 'to']","['and', 'take', 'silk', 'tammy', 'in', 'exchange', 'for', 'it']"
tl_p047r_preTEI,Bayonne,"['Those', 'from']","['which', 'seem', 'to', 'be', 'made', 'of', 'grès', 'are', 'better', 'for']"
tl_p048v_preTEI,Montpellier,"['lb', 'black', 'soap', 'and', 'half', 'a', 'lb', 'of', 'tartar', 'from']","['Once', 'the', 'whole', 'is', 'pulverized', 'one', 'needs', 'to', 'boil', 'in']"
tl_p050v_preTEI,Germany,"['iron', 'workers', 'commonly', 'use', 'is', 'not', 'refined', 'like', 'that', 'from']","['or', 'Biscay', 'which', 'is', 'reduced', 'in', 'hardness', 'p', 'in', 'the']"
tl_p050v_preTEI,Biscay,"['commonly', 'use', 'is', 'not', 'refined', 'like', 'that', 'from', 'Germany', 'or']","['which', 'is', 'reduced', 'in', 'hardness', 'p', 'in', 'the', 'bath', 'of']"
tl_p050v_preTEI,Foix,"['which', 'are', 'transported', 'in', 'flat', 'ingots', 'from', 'the', 'forges', 'of']","['&', 'elsewhere', 'there', 'is', 'a', 'harder', '&', 'whiter', '&', 'finer']"
tl_p050v_preTEI,Germany,"['is', 'not', 'as', 'excellent', 'as', 'purified', 'steel', 'like', 'that', 'from']","['&', 'Biscaye', 'which', 'is', 'sold', 'in', 'small', 'beads', 'Some', 'curry']"
tl_p050v_preTEI,Biscaye,"['as', 'excellent', 'as', 'purified', 'steel', 'like', 'that', 'from', 'Germany', '&']","['which', 'is', 'sold', 'in', 'small', 'beads', 'Some', 'curry', 'steel', 'giving']"
tl_p050v_preTEI,Germans,"['which', 'with', 'another', 'heating', 'they', 'reduce', 'to', 'a', 'mass', 'The']","['make', 'their', 'files', 'from', 'strong', 'iron']"
tl_p050v_preTEI,Levantines,[],"['refine', 'our', 'steel', 'because', 'their', 'country', 'does', 'not', 'provide', 'them']"
tl_p052r_preTEI,Spain,"['straw', 'pig', 'cut', 'in', 'the', 'manner', 'one', 'feeds', 'horses', 'in']","['and', 'water', 'it', 'with', 'good', 'fountain', 'or', 'river', 'water', 'I']"
tl_p052r_preTEI,Algiers,"['dung', '&', 'the', 'climate', 'here', 'is', 'cooler', 'than', 'that', 'of']","['Keep', 'it', 'in', 'a', 'warm', '&', 'close', 'place', '&', 'so']"
tl_p053r_preTEI,Champaigne,"['but', 'the', 'softer', 'it', 'is', 'the', 'better', 'The', 'one', 'from']","['fetches', 'the', 'price', 'that', 'is', 'set', 'in', 'Lyon', 'Burnt', '&']"
tl_p053r_preTEI,Lyon,"['one', 'from', 'Champaigne', 'fetches', 'the', 'price', 'that', 'is', 'set', 'in']","['Burnt', '&', 'calcined', 'horse', 'bones', 'mold', 'very', 'neatly']"
tl_p053v_preTEI,Languedoc,"['is', 'sold', 'by', 'the', 'ounce', 'which', 'is', 'commonly', 'sold', 'in']","['iii', 'lb', 'v', 's', 'The', 'one', 'from', 'Spain', 'that', 'merchants']"
tl_p053v_preTEI,Spain,"['sold', 'in', 'Languedoc', 'iii', 'lb', 'v', 's', 'The', 'one', 'from']","['that', 'merchants', 'bring', 'there', 'is', 'considered', 'the', 'best', 'because', 'the']"
tl_p053v_preTEI,Spain,"['not', 'so', 'subject', 'to', 'illnesses', '&', 'make', 'more', 'silk', 'In']","['from', 'one', 'ounce', 'of', 'silk', 'seed', 'worms', 'are', 'produced', 'from']"
tl_p053v_preTEI,France,"['But', 'the', 'ounce', 'from', 'one', 'ounce', 'of', 'seed', 'produced', 'in']","['only', 'x', 'or', 'xii', 'come', 'out', 'of', 'it', 'Three', 'ounces']"
tl_p053v_preTEI,Albensis,"['See', 'Hieronymus', 'Vida']","['episcopus', 'de', 'b', 'Cremonensis', 'scripsit', 'carmine', 'de', 'bombicum', 'natura']"
tl_p053v_preTEI,Cremonensis,"['See', 'Hieronymus', 'Vida', 'Albensis', 'episcopus', 'de', 'b']","['scripsit', 'carmine', 'de', 'bombicum', 'natura']"
tl_p056r_preTEI,Ghent,"['can', 'make', 'marble', 'with', 'distemper', 'of', 'lake', 'or', 'rose', 'of']","['&', 'chalk', 'Once', 'dry', 'glaze', 'with', 'lake', 'tempered', 'in', 'wine']"
tl_p056r_preTEI,Venice,"['be', 'thus', 'The', 'varnish', 'is', 'made', 'thus', 'mix', 'with', 'clear']","['turpentine', 'some', 'spike', 'lavender', 'oil', '&', 'until', 'all', 'is', 'clear']"
tl_p056v_preTEI,Ghent,"['The', 'lake', '&', 'florey', 'rosette', 'of']","['&', 'others', 'lose', 'their', 'color', '&', 'die', 'in', 'the', 'air']"
tl_p056v_preTEI,Italians,['The'],"['soften', 'by', 'hatching', 'with', 'a', 'large', 'flattened', 'paintbrush', 'which', 'makes']"
tl_p056v_preTEI,Flemish,"['do', 'not', 'lay', 'their', 'shadow', 'all', 'at', 'once', 'like', 'the']","['but', 'make', 'them', 'hatching', 'lightest', 'toward', 'the', 'light', 'then', 'a']"
tl_p057r_preTEI,Florence,"['lake', 'moistened', 'with', 'saliva', 'is', 'promptly', 'rendered', 'dark', 'That', 'from']","['is', 'too', 'gummed']"
tl_p057v_preTEI,Venice,[],"['masks', 'are', 'made', 'with', 'the', 'hollow', '&', 'the', 'male', 'face']"
tl_p057v_preTEI,Flemish,['The'],"['do', 'not', 'use', 'any', 'whites', 'for', 'flesh', 'colors', 'in', 'oil']"
tl_p058r_preTEI,Florence,[],"['lake', 'is', 'better', 'than', 'that', 'from', 'Flanders', 'for', 'in', 'Florence']"
tl_p058r_preTEI,Flanders,"['Florence', 'lake', 'is', 'better', 'than', 'that', 'from']","['for', 'in', 'Florence', 'the', 'best', 'dyes', 'are', 'made', 'To', 'make']"
tl_p058r_preTEI,Florence,"['Florence', 'lake', 'is', 'better', 'than', 'that', 'from', 'Flanders', 'for', 'in']","['the', 'best', 'dyes', 'are', 'made', 'To', 'make', 'a', 'beautiful', 'flesh']"
tl_p058r_preTEI,Florence,"['That', 'is', 'why', 'ladies', 'wanting', 'to', 'color', 'their', 'cheeks', 'grind']","['lake', 'very', 'finely', 'then', 'fill', 'a', 'little', 'cotton', 'with', 'it']"
tl_p058r_preTEI,Cambray,"['it', 'which', 'they', 'next', 'wrap', 'in', 'a', 'little', 'fabric', 'of']","['which', 'is', 'clear', 'And', 'thus', 'they', 'pounce', 'the', 'lake', 'on']"
tl_p058v_preTEI,Flanders,"['very', 'beautiful', 'Test', 'palma', 'christi', 'seed', 'oil', 'Walnut', 'oil', 'in']","['costs', 'at', 'least', 'a', 'hundred', 'sous', 'a', 'pint', 'The', 'azure']"
tl_p058v_preTEI,Turkey,"['from', 'porcupine', 'quills', 'by', 'others', 'from', 'wood', 'of', 'arrows', 'from']","['with', 'whom', 'with', 'which', 'they', 'also', 'make', 'small', 'rods', 'to']"
tl_p059r_preTEI,Acre,"['strokes', 'of', 'the', 'point', 'Not', 'only', 'ash', '&', 'azur', 'd']","['but', 'mainly', 'azur', 'd', 'esmail', 'which', 'one', 'needs', 'to', 'choose']"
tl_p059r_preTEI,Italians,"['the', 'last', 'ones', 'very', 'dark', 'to', 'give', 'relief', 'well', 'The']","['commonly', 'make', 'three', 'shadows', 'the', 'first', 'one', 'of', 'light', 'very']"
tl_p060r_preTEI,Flemish,"['white', 'is', 'not', 'too', 'thick', 'for', 'it', 'would', 'break', 'easily']","['painters', 'have', 'such', 'panels', 'made', 'by', 'the', 'dozen']"
tl_p061r_preTEI,Florence,"['make', 'it', 'look', 'like', 'a', 'face', 'of', 'death', 'The', 'beautiful']","['lake', 'makes', 'a', 'beautiful', 're', 'vivid', 'flesh', 'color', 'approaching', 'the']"
tl_p061v_preTEI,Germans,[],"['who', 'work', 'in', 'miniature', 'make', 'frames', 'not', 'of', 'glass', 'but']"
tl_p063r_preTEI,Germans,['The'],"['use', 'lead', 'from', 'Flanders', 'because', 'it', 'is', 'very', 'soft', 'And']"
tl_p063r_preTEI,Flanders,"['The', 'Germans', 'use', 'lead', 'from']","['because', 'it', 'is', 'very', 'soft', 'And', 'to', 'cast', 'better', 'they']"
tl_p063r_preTEI,German,[],"['painters', 'make', 'their', 'shadows', 'on', 'flesh', 'color', 'of', 'men', 'with']"
tl_p066r_preTEI,Flemish,['The'],"['&', 'those', 'who', 'paint', 'panels', 'by', 'the', 'dozen', 'only', 'make']"
tl_p066r_preTEI,Flanders,"['cotton', 'in', 'order', 'that', 'no', 'protrusions', 'remain', 'then', 'varnish', 'with']","['varnish', 'which', 'you', 'make', 'mixed', 'with', 'a', 'little', 'eau-de-vie', 'to']"
tl_p066r_preTEI,Flanders,"['you', 'clean', 'it', 'for', 'an', 'ounce', 'is', 'still', 'gold', 'In']","['women', 'make', 'gild', 'It', 'is', 'more', 'beautiful', 'when', 'it', 'is']"
tl_p066r_preTEI,France,"['more', 'beautiful', 'when', 'it', 'is', 'a', 'little', 'thick', 'but', 'in']","['they', 'beat', 'it', 'too', 'delicately']"
tl_p066r_preTEI,Flemish,['The'],"['give', 'a', 'layer', 'of', 'distemper', 'glue', 'on', 'the', 'molding', 'then']"
tl_p066v_preTEI,Venice,"['continue', '4', 'or', '5', 'days', 'Next', 'make', 'a', 'plaster', 'with']","['turpentine', 'or', 'better', 'common', 'turpentine', 'Mix', 'in', 'sumac', 'blackthorn', 'sloes']"
tl_p067r_preTEI,Germans,['The'],"['make', 'boxes', 'p', 'covered', 'with', 'painted', 'paper', '&', 'varnish', 'it']"
tl_p068r_preTEI,Champagne,"['be', 'of', 'the', 'softest', 'kind', 'you', 'can', 'find', 'like', 'the']","['one', 'that', 'painters', 'use', 'It', 'releases', 'very', 'neatly', 'does', 'not']"
tl_p069r_preTEI,bolvenes,"['lumps', 'like', 'stones', 'of', 'tuf', 'and', 'not', 'or', 'among', 'terres']","['which', 'are', 'much', 'better', 'than', 'those', 'in', 'fatty', '&', 'strong']"
tl_p069r_preTEI,Toulouse,['The'],"['molder', 'reheats', 'it', 'strongly', 'then', 'grinds', 'it', 'finely', 'on', 'marble']"
tl_p071r_preTEI,English,['The'],"['when', 'they', 'feel', 'a', 'cold', 'coming', 'on', 'mull', 'wine', 'in']"
tl_p071r_preTEI,English,"['The', 'common']","['put', 'sugar', 'in', 'wine', 'to', 'affect', 'for', 'themselves', 'the', 'sweet']"
tl_p071r_preTEI,Irish,['The'],"['do', 'not', 'drink', 'any', 'wine', 'because', 'they', 'convert', 'it', 'into']"
tl_p071v_preTEI,England,"['In', 'a', 'certain', 'region', 'of']","['the', 'sheep', 'that', 'graze', 'there', 'have', 'very', 'yellow', 'fat', 'and']"
tl_p071v_preTEI,Ireland,['In'],"['there', 'are', 'none', '&', 'if', 'one', 'touches', 'them', 'with', 'wood']"
