prefLabel_en,verbatim_term,identity,title
time,long time,p106r_2,Making gold run for casting
time,long time,p112r_4,Putting to death the animal for molding
time,long time,p115r_1,Make the cast, reheat the molds, &amp;c Note about everything above |-|
time,long time,p123r_1, A means di far correr lotnegra
time,long time,p129r_1,Painting plants of metal
time,long time,p131v_1,When the cast of tin or lead becomes porous
time,long time,p147v_4,Cast of latten
time,long time,p150v_1,Molding hollow
time,long time,p155r_1,Molding a rose
time,long time,p165r_4,Plaster for molding
time,long time,p165v_2,Keeping animals
time,long time,p165v_3,Molds
time,a long time,p029v_6,Dragon’s blood
time,a long time,p129v_1,Animals dried in the oven for a long time
time,very long time,p057v_2,Painter
evening,evening,p066r_6,* Or mat
evening,the evening and the morning,p105v_3,Catching nightingales See the 15th folio after this.
advent,advent,p084r_4,Flour
advent,advent of christmas,p043r_1,Mericotons and pavis
tuesday,tuesdays,p086v_1,Excellent sand for lead, tin, and copper
wednesday,wednesdays,p086v_1,Excellent sand for lead, tin, and copper
saturday,saturdays,p086v_1,Excellent sand for lead, tin, and copper
thursday,thursdays,p086v_1,Excellent sand for lead, tin, and copper
serain,serain,p089v_1,Sal ammoniac and alabaster
serain,serain,p090r_1,Sal ammoniac and iron dross
serain,serain of the night,p089r_1,Sand of burnt ox bones and rock salt
pause,pauses,p098r_3,Locksmith
everyday,everyday,p120r_3,IlNightingale
season,season,p120v_6,Keeping dry flowers in the same state all year
season,season,p126r_1,Molding fruits and animals in sugar
season,season of their pleasure,p105v_3,Catching nightingales See the 15th folio after this.
june,june,p129v_1,Animals dried in the oven for a long time
winter,winter,p143r_1,Molding turtles
winter,the winter,p162v_1,Peach tree
frost,frost,p162v_1,Peach tree
subsequent,subsequent,p166r_1,For the workshop
july,july,p170v_1,1578-9 original first page
in the morning,in the morning,p001v_1,For easing the belly
in the morning,in the morning,p079v_2,Antidote against the fumes of metals
during the winter,during the winter,p003r_2,Varnish for panels
in the summer,in the summer,p003r_2,Varnish for panels
times past,times past,p003r_3,Thick varnish for planks
a quarter of an hour,a quarter of an hour,p004r_2,For removing varnish from an old panel that is yellowish &amp; varnishing it anew
a quarter of an hour,a quarter of an hour,p056v_1,Painter
a good quarter of an hour,a good quarter of an hour,p004v_1,Black varnish for sword guard, bands for trunks, &amp;c
at night,at night,p005r_2,Concave mirrors
at night,at night,p013v_3,Toadstone
at night,at night,p024v_1,For bringing a cannon over land
at night,at night,p049v_3,Birds
at night,at night,p050v_1,Small birds
at night,at night,p066v_3,Against bruising of the eyes
at night,at night,p104v_1,Against dogs’ mange
by night,by night,p008r_4,For making a breach in a wall by night
by night,by night,p017r_1,On the gunner
at the next sowing,at the next sowing,p009r_1,Plowman
at night in the cool &amp; by moonlight,at night in the cool &amp; by moonlight,p009r_1,Plowman
sun is approaching midday,sun is approaching midday,p009r_1,Plowman
st andré’s day,st andré’s day,p009v_3,Waste book
2nd september 1581,2nd september 1581,p009v_3,Waste book
in winter,in winter,p032v_1,Mat maker
in winter,in winter,p047v_3,Crucibles
in winter,in winter,p056v_1,Painter
in winter,in winter,p160v_5,Catching birds
in summer,in summer,p032v_1,Mat maker
in summer,in summer,p116v_1,Molding snakes in all weather
in summer,in summer,p160v_5,Catching birds
in summer,in summer,p162v_2,Olive trees
once a week,once a week,p037r_2,Medicine for the stomach which heats it and unstops the liver
once a week,once a week,p050v_1,Small birds
end of a moon cycle,end of a moon cycle,p037v_1,Gardener
on saint anthoine’s day in january,on saint anthoine’s day in january,p039r_2,Pastel woad
in the following year,in the following year,p041r_02,Garden lily
in the evening,in the evening,p042v_6,White varnish on plaster
in the evening,in the evening,p060v_3,Spike lavender oil
with everyes new ☾,with everyes new ☾,p046r_5,GoFlowers of trees
at the waning of the moon,at the waning of the moon,p047r_3,Against falling sickness or vertigo
humid weather,humid weather,p047v_3,Crucibles
before sainct michel,before sainct michel,p049v_1,Birds
after mid-july until sainct michel,after mid-july until sainct michel,p049v_3,Birds
from all saints’ day until christma,from all saints’ day until christmas,p049v_3,Birds
at sainct michel,at sainct michel,p049v_3,Birds
for the entire year,for the entire year,p050r_1,Keeping fruit for the entire year
for the space of two hour,for the space of two hours,p050r_1,Keeping fruit for the entire year
on a warm &amp; dry day,on a warm &amp; dry day,p050r_1,Keeping fruit for the entire year
during the summer,during the summer,p050r_1,Keeping fruit for the entire year
in the winter,in the winter,p050r_1,Keeping fruit for the entire year
in the winter,in the winter,p116v_1,Molding snakes in all weather
beginning of august,beginning of august,p050v_1,Small birds
after several day,after several days,p050v_1,Small birds
around the feast of sainct jehan,around the feast of sainct jehan,p052r_1,The work done in Algiers
from the feast of st jehan until the 25th of april,from the feast of st jehan until the 25th of april,p052r_1,The work done in Algiers
around holy week,around holy week,p053v_1,Silkworms
per day,per day,p053v_1,Silkworms
until holy week,until holy week,p053v_1,Silkworms
from their birth until the their time when they make their cocoons &amp; their prison,from their birth until the their time when they make their cocoons &amp; their prisons,p053v_1,Silkworms
around saint jehan’s day,around saint jehan’s day,p053v_1,Silkworms
during the day,during the day,p053v_1,Silkworms
around pentecost,around pentecost,p053v_1,Silkworms
space of fifteen day,space of fifteen days,p055r_4,Onenev elbirro hcihw sllik fi eno spets no a draob ro a ueirse purrits 
in the month of june &amp; july,in the month of june &amp; july,p055r_4,Onenev elbirro hcihw sllik fi eno spets no a draob ro a ueirse purrits 
take a long time,take a long time,p062r_1,Perspectives
over time,over time,p066r_5,Gilding molding for panels with or mat
after rainy weather,after rainy weather,p069r_2,Sand
long sea crossing,long sea crossing,p071r_3,Mulled and sugared wine
for the space of twenty-four hour,for the space of twenty-four hours,p074r_2,For making vermilion
in the month of may,in the month of may,p077r_2, Medicine of the orientals against all maladies
at any hour,at any hour,p079r_2,For making water for disease of the eyes
in the past,in the past,p082v_1,Clockmakers
after the bread has been taken out,after the bread has been taken out,p084r_5,Sand from a mine in Thoulouse
in a day,in a day,p087v_3,Sand of the mine of Thoulouse
once a month,once a month,p093r_1,Olives
palm sunday,palm sunday,p093r_2,Observation from rustics
weather is not serain &amp; dry,weather is not serain &amp; dry,p100r_1,Gold color
weather is damp &amp; humid,weather is damp &amp; humid,p100r_1,Gold color
for a month,for a month,p102v_2,Infusion of anthos or rosemary
in the month of august,in the month of august,p102v_2,Infusion of anthos or rosemary
for the space of 9 day,for the space of 9 days,p103r_1,Against burns, excellent
for the time it takes you to say 8 paternoster,for the time it takes you to say 8 paternoster,p103r_1,Against burns, excellent
from mid-may,from mid-may,p105r_4,Gardening
in that year,in that year,p105r_4,Gardening
until the beginning of august,until the beginning of august,p105r_4,Gardening
in the month of january,in the month of january,p105r_4,Gardening
rainy weather,rainy weather,p106v_2,
long enough,long enough,p108r_2,Spalt
in the spring,in the spring,p111v_4,Lizards
quarter of an hour,quarter of an hour,p113r_1,Tempering the sand and molding the first cast
length of a paternoster,length of a paternoster,p114r_1,Second cast
out of season when winter denies flower,out of season when winter denies flowers,p120v_6,Keeping dry flowers in the same state all year
for a whole day,for a whole day,p123r_1, A means di far correr lotnegra
in the early morning,in the early morning,p123r_1, A means di far correr lotnegra
at night or at a silent time,at night or at a silent time,p125r_3,Hearing from afar
in autumn,in autumn,p135r_3,Vine leaf and small frog
a long time ago,a long time ago,p139v_1,Cast of wax to represent an animal that one has not got
a good space of time,a good space of time,p161r_1,Preparation of sand for frames
during winter,during winter,p162v_1,Peach tree
during winter,during winter,p162v_2,Olive trees
different times, but continue once you have started,different times, but continue once you have started,p164v_3,Molds
in the space of a thousand year,in the space of a thousand years,p166r_1,For the workshop
