prefLabel_en,verbatim_term,identity,title
cold,cold,p143r_1,Molding turtles
cold,cold,p162v_1,Peach tree
cold,cold &amp; humidity,p137r_2,Huile tingente to make metals run
barn,barn,p105v_5,Nightingale
barn,barns,p120r_3,IlNightingale
earth,earth,p108r_2,Spalt
earth,earth,p110r_3,Snakes
forest,forests,p118r_3,For grottos
anthill,anthill,p120r_3,IlNightingale
cabinet,cabinets,p120v_6,Keeping dry flowers in the same state all year
well,well,p121r_1,For keeping fruits all year
well,deep well,p050r_1,Keeping fruit for the entire year
shop,shop,p123r_1, A means di far correr lotnegra
bed,beds,p131r_3,For adorning beds, mirrors, and suchlike
mirror,mirrors,p131r_3,For adorning beds, mirrors, and suchlike
daylight,daylight,p138v_3,Counterfeit diamonds put in a work
garrigue,garrigue,p143r_1,Molding turtles
garrigue,garrigue,p144r_1,Turtles
garrigue,garrigue,p146v_1,Molding turtles
pantry,pantries,p156v_1,Molding a fly
fountain,fountains,p159v_4,Plaster alone
in the sun,in the sun,p003r_2,Varnish for panels
in the sun,in the sun,p003r_3,Thick varnish for planks
in the sun,in the sun,p004r_2,For removing varnish from an old panel that is yellowish &amp; varnishing it anew
in the sun,in the sun,p007r_1,For gilding with gold color and tinsel
in the sun,in the sun,p059v_6,Mending the cracks in a panel
in the sun,in the sun,p066r_5,Gilding molding for panels with or mat
in the sun,in the sun,p069r_2,Sand
in the sun,in the sun,p100r_1,Gold color
in the sun,in the sun,p102v_2,Infusion of anthos or rosemary
in the sun,in the sun,p104r_2,For etching on iron
in the sun,in the sun,p130r_1,Animals dried in an oven
in the sun,in the sun,p141r_1,Molding a crayfish
in the shade,in the shade,p003r_2,Varnish for panels
in the shade,in the shade,p077r_3,Fatty earth
in the shade,in the shade,p102v_2,Infusion of anthos or rosemary
open space,open space,p004v_1,Black varnish for sword guard, bands for trunks, &amp;c
open space,open space,p051r_2,Cutters of printing plates
pierced door of a closed room,pierced door of a closed room,p005r_2,Concave mirrors
in the rain,in the rain,p006r_1,For laying down and seating burnished gold and giving red or green or blue
in the rain,in the rain,p007r_1,For gilding with gold color and tinsel
in the rain,in the rain,p031r_3,Varnish resistant to water
in the rain,in the rain,p032r_3,For layering gold in distemper
in the rain,in the rain,p066r_5,Gilding molding for panels with or mat
in the rain,in the rain,p066r_6" continued="yes,* Or mat
in the cool &amp; by moonlight,in the cool &amp; by moonlight,p009r_1,Plowman
veins of the mountain,veins of the mountain,p011r_1,Painting esmail d’azur in oil
at night,at night,p011v_2,For getting rid of the redness of eyes or bruising
in cold,in cold,p012r_1,For molding sulfur
in wind,in wind,p012r_1,For molding sulfur
near the fire,near the fire,p012v_3,For whitening enilanroc
good &amp; fertile land,good &amp; fertile land,p014r_1,For walls of earth and rustic construction
cool &amp; dry place,cool &amp; dry place,p016v_5,Candles
fortresses of little importance,fortresses of little importance,p017r_1,On the gunner
garrets topped with a tower,garrets topped with a tower,p017r_1,On the gunner
small town,small towns,p017r_1,On the gunner
edge of the ditch,edge of the ditch,p017r_1,On the gunner
in a very humid place where with such a rodier well or fountain one can water it often,in a very humid place where with such a rodier well or fountain one can water it often,p020v_3,Skirret root
humid place,humid place,p024r_1,Grenades
humid place,humid place,p166v_2,Keeping chestnuts
humid place,humid places,p057v_1,Sheath maker
very dry place,very dry place,p024r_1,Grenades
poorly fortified town,poorly fortified towns,p024v_1,For bringing a cannon over land
fortified town,fortified towns,p024v_1,For bringing a cannon over land
dry place,dry place,p026r_2,Petard
dry place,dry place,p068r_2,Planting trees
dry place,dry place,p084r_5,Sand from a mine in Thoulouse
dry place,dry place,p120v_6,Keeping dry flowers in the same state all year
bonnes ville,bonnes villes,p028v_1,Pewterers
in the serain,in the serain,p029r_1,Stucco for molding
in the serain,in the serain,p050v_1,Small birds
in the serain,in the serain,p089v_1,Sal ammoniac and alabaster
in the serain,in the serain,p090r_1,Sal ammoniac and iron dross
in the open air,in the open air,p029r_1,Stucco for molding
overcast weather,overcast weather,p031v_3,Painting from nature
in the hottest sun,in the hottest sun,p038r_2,Saffron
in a closed space,in a closed space,p038r_4,Amber
in one field &amp; in the one close by it,in one field &amp; in the one close by it,p039r_2,Pastel woad
where the depth of the earth is so fertile,where the depth of the earth is so fertile,p039r_2,Pastel woad
thunder storm,thunder storms,p040r_3,Vinegar
in nature,in nature,p041r_03,Sand
humid weather,humid weather,p047v_3,Crucibles
in a cellar,in a cellar,p050r_1,Keeping fruit for the entire year
in a room where there is not a drop of air &amp; of wind,in a room where there is not a drop of air &amp; of wind,p050r_1,Keeping fruit for the entire year
forges of foix,forges of foix,p050v_2,Curried steel and files
place where the flame cannot cause damage,place where the flame cannot cause damage,p051r_2,Cutters of printing plates
from the ceiling, where the air or &amp; sun dry it,from the ceiling, where the air or &amp; sun dry it,p052r_1,The work done in Algiers
warm &amp; close place,warm &amp; close place,p052r_1,The work done in Algiers
weather is warm &amp; serain,weather is warm &amp; serain,p053v_1,Silkworms
thunder or rainy weather, cloud-covered &amp; cool,thunder or rainy weather, cloud-covered &amp; cool,p053v_1,Silkworms
in the very strong sun &amp; in the serain,in the very strong sun &amp; in the serain,p055r_4,Onenev elbirro hcihw sllik fi eno spets no a draob ro a ueirse purrits 
tree or a plant that is on the bank,tree or a plant that is on the bank,p055r_4,Onenev elbirro hcihw sllik fi eno spets no a draob ro a ueirse purrits 
dung heap,dung heap,p056v_1,Painter
dung heap,dung heap,p076r_1,For making wood green
wet weather,wet weather,p057v_2,Painter
in damp weather,in damp weather,p059v_6,Mending the cracks in a panel
exposed to the sun,exposed to the sun,p060r_3,Oil
in the wind,in the wind,p060v_1,Varnish dry in an hour
dry weather,dry weather,p068r_2,Planting trees
rock cafe,rock caves,p069r_2,Sand
near my area,near my area,p069r_2,Sand
after rainy weather,after rainy weather,p069r_2,Sand
in the cellar or other damp place,in the cellar or other damp place,p076v_1,For making very beautiful color of gold &amp; of little expense
at the foot of a wall,at the foot of a wall,p080r_1,Petard
great flakes near the mountain,great flakes near the mountains,p080v_1,Founders of small works  of tin
on the little hill,on the little hill,p081r_1,Sand
damp place,damp place,p083r_6,Excellent sand
damp place,damp place,p083v_1,A way for molding excellently with water
aerated place,aerated place,p083v_3,Bellows
depths of the earth, from the small hill of puy david,depths of the earth, from the small hill of puy david,p084r_5,Sand from a mine in Thoulouse
private home,private home,p085v_2,Mortars
out of the wind,out of the wind,p085v_4,Experimented sands
deep in the earth,deep in the earth,p087v_3,Sand of the mine of Thoulouse
in dampness,in dampness,p088v_1,Sand from pulverized rock salt and sand from the mine finely ground on marble 
in dampness,in dampness,p089v_1,Sal ammoniac and alabaster
rock formation,rock formation,p088v_2,Mineral sand
moisture of the cellar,moisture of the cellar,p089r_1,Sand of burnt ox bones and rock salt
serain of the night,serain of the night,p089r_1,Sand of burnt ox bones and rock salt
in a damp place,in a damp place,p089v_1,Sal ammoniac and alabaster
in a damp place,in a damp place,p091r_2,Molding with cuttlefish bone
in a damp place,in a damp place,p111r_4,Clay earth
from the depths of the sand-bed,from the depths of the sand-bed,p090r_3,All sands can be rendered good
in the surroundings of all the bonnes ville,in the surroundings of all the bonnes villes,p090r_3,All sands can be rendered good
lean territory,lean territories,p090r_3,All sands can be rendered good
close to their house,close to their house,p090r_3,All sands can be rendered good
near the rocks in mountainous area,near the rocks in mountainous areas,p090r_3,All sands can be rendered good
serain &amp; mild weather, &amp; not too cold &amp; windy,serain &amp; mild weather, &amp; not too cold &amp; windy,p091r_1,Grafting
in freezing weather,in freezing weather,p093r_3,Grafts
fireplaces of large kitchen,fireplaces of large kitchens,p093v_1,Faces in distemper
in the fireplace,in the fireplace,p096v_1,Grey guards
weather is damp &amp; humid,weather is damp &amp; humid,p100r_1,Gold color
weather is not serain &amp; dry,weather is not serain &amp; dry,p100r_1,Gold color
on the fire,on the fire,p100r_1,Gold color
humid air or place,humid air or place,p100r_5,Windows that the sun will not pass
sand bank,sand bank,p100v_1,Gemstones
in the fire,in the fire,p104r_2,For etching on iron
coolness of the evening and the morning, near fountains &amp; shaded place,coolness of the evening and the morning, near fountains &amp; shaded places,p105v_3,Catching nightingales See the 15th folio after this.
rainy weather,rainy weather,p106v_2,
in a dry place,in a dry place,p106v_2,
in water,in water,p107r_1,Catching lizards and snakes
in a cool place,in a cool place,p109r_5,Snakes for molding
into fresh earth,into fresh earth,p109v_1,Toad
in a garden outdoor,in a garden outdoors,p109v_2,Killing snakes for molding
fresh &amp; damp earth,fresh &amp; damp earth,p110r_3,Snakes
in all weather,in all weather,p116v_1,Molding snakes in all weather
rainy and humid weather,rainy and humid weather,p120v_6,Keeping dry flowers in the same state all year
current of the water,current of the waters,p120v_6,Keeping dry flowers in the same state all year
serain, &amp; the humidity of the night,serain, &amp; the humidity of the night,p120v_6,Keeping dry flowers in the same state all year
in sunlight,in sunlight,p120v_6,Keeping dry flowers in the same state all year
serain &amp; s quite dry weather,serain &amp; s quite dry weather,p121r_1,For keeping fruits all year
in the field,in the fields,p124r_3,Spider’s web
moist &amp; humid place,moist &amp; humid place,p135r_2,Gate
the air,the air,p136v_1,For casting in latten
spring of water in the pit,spring of water in the pit,p137r_2,Huile tingente to make metals run
in a very flat &amp; level place,in a very flat &amp; level place,p139r_1,Casts of lead and tin
humid or enclosed place,humid or enclosed place,p142v_2,Molds
in the earth,in the earth,p143r_1,Molding turtles
under wheat chaff or warm manure,under wheat chaff or warm manure,p143r_1,Molding turtles
in the cold,in the cold,p152r_1,Molding a rat
in the cold,in the cold,p164v_3,Molds
lean &amp; dry earth,lean &amp; dry earth,p159v_4,Plaster alone
night be dark &amp; without ☾,night be dark &amp; without ☾,p160v_4,Catching passerines
in straw,in straw,p160v_4,Catching passerines
close to the house,close to the house,p160v_4,Catching passerines
silver spoon that one uses at the table,silver spoon that one uses at the table,p163r_1,Perfumer
lean soil,lean soil,p165r_4,Plaster for molding
gutter of some roof,gutter of some roof,p166v_2,Keeping chestnuts
in the open,in the open,p170r_4,Molds
