prefLabel_en,verbatim_term,identity,title
pestled,pestled,p088v_1,Sand from pulverized rock salt and sand from the mine finely ground on marble 
pestled,pestled,p107r_1,Catching lizards and snakes
pestled,pestled,p111v_5,Composition of sand
pestled,pestled,p118r_3,For grottos
pestled,pestled,p118v_1,Casting in frames
pestled,pestled,p123r_1, A means di far correr lotnegra
pestled,pestled,p139v_1,Cast of wax to represent an animal that one has not got
pestled,pestled,p150v_1,Molding hollow
pestled,pestled,p170v_3,For preserving
brazier,brazier,p003r_1,Counterfeit coral
brazier,brazier,p007v_2,Against windy colic
brazier,brazier,p013v_3,Toadstone
brazier,brazier,p137r_1,For casting in red copper
brazier,brazier,p140v_1,For casting in sulfur
finger,finger,p003r_2,Varnish for panels
finger,finger,p004r_1,Varnish of spike lavender oil
finger,finger,p012r_4,Plaster
finger,finger,p013v_1,For knowing the good cendrée of azure for oil
finger,finger,p031r_4,Fruit made from sugar
finger,finger,p037v_3,Yellow Amber
finger,finger,p043r_4,White bronzing
finger,finger,p072v_1,Casting
finger,finger,p079r_2,For making water for disease of the eyes
finger,finger,p086v_1,Excellent sand for lead, tin, and copper
finger,finger,p094r_1,Furbisher
finger,finger,p097v_1,Mastic varnish dry in a half hour
finger,finger,p098v_5,Founding
finger,finger,p131v_1,When the cast of tin or lead becomes porous
finger,finger,p137v_1,Tempering sand for molds of flat medals
finger,finger,p139r_1,Casts of lead and tin
finger,finger,p139v_1,Cast of wax to represent an animal that one has not got
finger,finger,p140v_3,Cast of lead and tin in plaster
finger,finger,p144r_1,Turtles
finger,finger,p145v_2,
finger,finger,p164v_3,Molds
finger,fingers,p068r_3,Casting
finger,fingers,p069r_2,Sand
finger,fingers,p072v_1,Casting
finger,fingers,p084v_1,Sand
finger,fingers,p084v_4,Sand for lead, the most excellent of all, for high and low reliefs
finger,fingers,p085v_4,Experimented sands
finger,fingers,p090r_3,All sands can be rendered good
finger,fingers,p111v_4,Lizards
finger,fingers,p119v_1,Fashion of preparing a spalt spat
finger,fingers,p120v_6,Keeping dry flowers in the same state all year
finger,fingers,p132v_2,Crocum ferri
finger,fingers,p145r_2,Cuttlefish bone
finger,big finger,p019v_1, Mathematical figures without ruler and compass
pot,pot,p003r_2,Varnish for panels
pot,pot,p007v_3,For relieving the pain of G.
pot,pot,p012r_2,Chimolée
pot,pot,p035r_4,For making rabbits come out of a burrow
pot,pot,p048v_1,Extraction of regulus
pot,pot,p050v_2,Curried steel and files
pot,pot,p051r_2,Cutters of printing plates
pot,pot,p071v_1,Varnish
pot,pot,p073r_3,For ridding bone or horn of grease
pot,pot,p073v_2,Varnish
pot,pot,p073v_4,Color of burnished copper
pot,pot,p074r_2,For making vermilion
pot,pot,p074v_3,Recipe for white gum
pot,pot,p075r_3,Bronze like tin
pot,pot,p076r_1,For making wood green
pot,pot,p076r_2,For making wood red
pot,pot,p083r_4,Another for lead
pot,pot,p108r_2,Spalt
pot,pot,p111v_1,Sal ammoniac water
pot,pot,p124v_2,Casting with gold
pot,pot,p132v_2,Crocum ferri
pot,pot,p137r_1,For casting in red copper
pot,pots,p102r_1,Provisions for the work of Colchis
pot,pots,p108r_2,Spalt
pot,pots,p161r_1,Preparation of sand for frames
pot,leaded pot,p003r_1,Counterfeit coral
pot,leaded pot,p074r_2,For making vermilion
pot,leaded pot,p076r_1,For making wood green
pot,iron pots,p016r_1,Founding of soft iron
pot,iron pots,p092v_2,Congealing mercury
pot,iron pot,p028v_1,Pewterers
pot,tin pot,p071r_3,Mulled and sugared wine
pot,earthen pot,p074r_3,For making varnish
pot,earthen pot,p077v_1,Another approved varnish
pot,earthen pot,p077v_3,Another varnish
pot,earthen pot,p079r_3,For making bronze in the color of gold
pot,iron or metal pot,p081r_3,Plaster
pot,earthen pots,p085r_2,Glue
pot,unleaded pots,p102r_1,Provisions for the work of Colchis
pot,pots with a lid,p102r_2,For the furnace
pot,good pot of water,p118v_1,Casting in frames
pot,square pots,p139r_1,Casts of lead and tin
trivet,trivet,p003r_3,Thick varnish for planks
oven,oven,p003r_3,Thick varnish for planks
oven,oven,p012r_2,Chimolée
oven,oven,p029r_1,Stucco for molding
oven,oven,p048r_3,Excellent mustard
oven,oven,p048r_4,Keeping birds and animals
oven,oven,p066v_1,For preventing teats from swelling d or to diminish overly large ones
oven,oven,p073v_4,Color of burnished copper
oven,oven,p084r_5,Sand from a mine in Thoulouse
oven,oven,p129v_1,Animals dried in the oven for a long time
oven,oven,p130r_1,Animals dried in an oven
oven,oven,p132r_2,Method for reheating the molds
oven,oven,p133v_2,Thing that does not release
oven,oven,p133v_3,Various animals entwined
oven,oven,p140v_2,Molding and shrinking a large figure
oven,oven,p152r_1,Molding a rat
oven,oven,p160v_5,Catching birds
oven,small tile oven,p073v_4,Color of burnished copper
oven,bread oven,p161r_1,Preparation of sand for frames
oven,tiler’s oven,p161r_1,Preparation of sand for frames
vessel,vessel,p003r_3,Thick varnish for planks
vessel,vessel,p011r_1,Painting esmail d’azur in oil
vessel,vessel,p035v_2,For transmuting grain from one vessel to another
vessel,vessel,p042v_6,White varnish on plaster
vessel,vessel,p049v_2,Grain of lead
vessel,vessel,p056r_1,Excellent tempering bath for cuirass bodies
vessel,vessel,p056v_1,Painter
vessel,vessel,p063r_3,Casting
vessel,vessel,p071r_3,Mulled and sugared wine
vessel,vessel,p078v_4,For making bronze
vessel,vessel,p090r_3,All sands can be rendered good
vessel,vessel,p099v_6,Varnish
vessel,vessel,p102v_2,Infusion of anthos or rosemary
vessel,vessel,p108r_2,Spalt
vessel,vessel,p128r_1,Casting in silver and gold
vessel,vessel,p128v_1,Whitening of cast silver
vessel,vessel,p137r_1,For casting in red copper
vessel,vessel,p161r_1,Preparation of sand for frames
vessel,vessels,p054v_1,On dry preserves
vessel,copper vessel,p003r_3,Thick varnish for planks
vessel,lead vessel,p029r_1,Stucco for molding
vessel,earthen vessel,p078r_3,For making green trwood
vessel,earthen vessel,p108r_2,Spalt
vessel,glass vessel,p102r_4,Glass vessels
vessel,glass vessels,p102r_4,Glass vessels
vessel,vessel filled with ashes or sand,p118r_2,For removing flashing and barbs from things molded à noyau
vessel,well sealed vessel,p120v_6,Keeping dry flowers in the same state all year
vessel,big vessels,p120v_6,Keeping dry flowers in the same state all year
vessel,fatty vessel,p159r_3, Fish glue
vessel,common vessel,p161r_1,Preparation of sand for frames
plate,plate,p004r_1,Varnish of spike lavender oil
plate,plate,p036v_3,Glassworkers’ glass
plate,plate,p051r_2,Cutters of printing plates
plate,plate,p160r_1,Press for the large molds
plate,plates,p051r_2,Cutters of printing plates
plate,printing plates,p051r_2,Cutters of printing plates
plate,copper plates,p051r_2,Cutters of printing plates
plate,wire drawing plate,p117v_1,For making the ashes of flowers and plants leave molds
plate,sparkling hot iron plates,p151v_1,Wheat oil
plate,delicate plate of lead,p152v_1,Repairing cast things
plate,plates of iron,p160r_1,Press for the large molds
sponge,sponge,p004r_2,For removing varnish from an old panel that is yellowish &amp; varnishing it anew
sponge,sponge,p004v_3,Varnish of iron etchers
sponge,sponge,p011r_1,Painting esmail d’azur in oil
sponge,sponge,p046v_5,Making a letter à jour on paper and other work
sponge,sponge,p066r_3,Painting in distemper on wood
sponge,sponge,p087v_3,Sand of the mine of Thoulouse
sponge,sponge,p093v_1,Faces in distemper
sponge,sponge,p108r_2,Spalt
sponge,sponge,p119v_1,Fashion of preparing a spalt spat
sponge,sponge,p161r_1,Preparation of sand for frames
sponge,sponge,p165v_1,Stance of animals
sponge,wet sponge,p165r_3,Stretching a canvas picture
sieved,sieved,p004r_2,For removing varnish from an old panel that is yellowish &amp; varnishing it anew
sieved,sieved,p049r_2,Sand for lead casting
sieved,sieved,p049r_3,Another
sieved,sieved,p083r_3,Another sand
sieved,sieved,p085v_4,Experimented sands
sieved,sieved,p127v_1,Founders’ earth
sieved,sieved,p129v_4,Spider molded on a leaf
bucket,bucket,p004r_2,For removing varnish from an old panel that is yellowish &amp; varnishing it anew
bucket,bucket,p035r_2,For supporting a bucket of water on the tips of three knives laid down without touching the ground
feather,feather,p004v_1,Black varnish for sword guard, bands for trunks, &amp;c
feather,feather,p009r_2,Painter
feather,feather,p056v_1,Painter
feather,feather,p066r_6,* Or mat
feather,feather,p096v_3,Yellow varnish
feather,quite pointy feather,p049v_1,Birds
brush,brush,p004v_1,Black varnish for sword guard, bands for trunks, &amp;c
brush,brush,p004v_2,Black varnish without fire, without disassembling the harnesses or removing the bands from trunks
brush,brush,p011r_1,Painting esmail d’azur in oil
brush,brush,p029r_1,Stucco for molding
brush,brush,p042r_3,For casting in plaster
brush,brush,p060r_1,First whitening of a panel
brush,brush,p091r_2,Molding with cuttlefish bone
brush,brush,p098v_5,Founding
brush,brush,p129v_1,Animals dried in the oven for a long time
brush,brush,p165v_4,Lute
brush,brushes,p013r_3,Polishing of stones
brush,brushes,p031v_2,Brushes
brush,brushes,p144r_1,Turtles
brush,small hog bristle brushes,p012v_3,For whitening enilanroc
brush,small hog bristle brushes,p145v_1,Molding plants and flowers
brush,very small hog bristle brushes,p084v_4,Sand for lead, the most excellent of all, for high and low reliefs
brush,very small hog bristle brushes,p163v_3,Repairing
brush,small bristle brushes,p111v_2,Sanguine
brush,small bristle brushes,p135r_3,Vine leaf and small frog
brush,small bristle brushes,p144r_1,Turtles
brush,tiny hog bristle brushes,p114r_1,Second cast
brush,soft brush,p117v_1,For making the ashes of flowers and plants leave molds
brush,small brushes,p118v_1,Casting in frames
brush,little brushes,p141r_1,Molding a crayfish
brush,little brushes,p164r_2,Repairing flashing
brush,wire brush made of wires of latten.,p159v_1,Cleaning files
mold,mold,p005r_1,Steel mirrors
mold,mold,p016r_1,Founding of soft iron
mold,mold,p030r_2,Pewterer
mold,mold,p037r_4,For keeping candles from dripping and making them white
mold,mold,p042r_2,Wax for seal and imprint
mold,mold,p047v_2,Founding
mold,mold,p048v_2,Lead, tin
mold,mold,p072r_2,Casting in copper 
mold,mold,p080v_1,Founders of small works  of tin
mold,mold,p081r_3,Plaster
mold,mold,p081v_4,Frame casting
mold,mold,p083r_6,Excellent sand
mold,mold,p084r_3,Eau magistra
mold,mold,p084r_5,Sand from a mine in Thoulouse
mold,mold,p084v_4,Sand for lead, the most excellent of all, for high and low reliefs
mold,mold,p085v_1,Founder
mold,mold,p085v_4,Experimented sands
mold,mold,p086v_1,Excellent sand for lead, tin, and copper
mold,mold,p089v_1,Sal ammoniac and alabaster
mold,mold,p089v_2,Glassmakers’ white sand from the mine, mixed with sal ammoniac
mold,mold,p091r_2,Molding with cuttlefish bone
mold,mold,p098v_5,Founding
mold,mold,p099v_2,Cannons
mold,mold,p104v_2,For casting
mold,mold,p106v_1,Casting in gold
mold,mold,p107r_1,Catching lizards and snakes
mold,mold,p109r_2,Wax for molding -
mold,mold,p109r_3,Molding wax
mold,mold,p109v_2,Killing snakes for molding
mold,mold,p112v_1,For molding Making the arrangement and disposition of the animal
mold,mold,p113r_1,Tempering the sand and molding the first cast
mold,mold,p114r_1,Second cast
mold,mold,p115r_1,Make the cast, reheat the molds, &amp;c Note about everything above |-|
mold,mold,p115r_2,Animal after release
mold,mold,p115r_3,Mold reheating
mold,mold,p115v_1,Cast of tin
mold,mold,p115v_2,For giving venting to the mold
mold,mold,p115v_3,Reheating the noyau molds
mold,mold,p116r_2,Molding de en noyau with the same sand, wax images or lead medals and suchlike
mold,mold,p116r_3,Casting for gold and silver
mold,mold,p116v_2,Mixture of tin and lead
mold,mold,p117r_1,A means of molding flowers and plants
mold,mold,p117v_1,For making the ashes of flowers and plants leave molds
mold,mold,p117v_5,Blood of snakes
mold,mold,p121v_1,For casting in silver
mold,mold,p122r_1,Arranging various animals
mold,mold,p122v_1,Cleaning the bowl and the spoon with which one tempers the sand
mold,mold,p122v_2,Molding hollow
mold,mold,p124r_2,Noyaulx for molding hollow
mold,mold,p124v_2,Casting with gold
mold,mold,p124v_3,A means to make the gate for small female lizards
mold,mold,p125r_1,Plaster
mold,mold,p125v_3,Plaster for casting in wax
mold,mold,p126r_1,Molding fruits and animals in sugar
mold,mold,p126v_1,Crocum ferri
mold,mold,p126v_3,Plants difficult to burn in the noyau
mold,mold,p127r_1,Molds of plaster for wax
mold,mold,p127v_1,Founders’ earth
mold,mold,p128r_1,Casting in silver and gold
mold,mold,p129v_4,Spider molded on a leaf
mold,mold,p130r_4,Molding a single vine leaf
mold,mold,p130v_1,Molding a crab
mold,mold,p130v_3,For molding thin
mold,mold,p131r_1,Plants that are awkward to burn in the mold
mold,mold,p131r_5,Molded waxes
mold,mold,p131v_1,When the cast of tin or lead becomes porous
mold,mold,p132r_1,Mold made in two casts
mold,mold,p132r_2,Method for reheating the molds
mold,mold,p132v_2,Crocum ferri
mold,mold,p133r_2,Feet of smalls female lizards for gold and silver
mold,mold,p133r_4,Clamps and broken mold
mold,mold,p133v_1,Bubbles and little holes which are found in the mold
mold,mold,p133v_2,Thing that does not release
mold,mold,p133v_3,Various animals entwined
mold,mold,p134r_1,For mending a pierced mold
mold,mold,p135r_2,Gate
mold,mold,p135v_1,Casting in ☼
mold,mold,p136v_1,For casting in latten
mold,mold,p137r_1,For casting in red copper
mold,mold,p137v_1,Tempering sand for molds of flat medals
mold,mold,p139r_1,Casts of lead and tin
mold,mold,p139v_1,Cast of wax to represent an animal that one has not got
mold,mold,p140v_3,Cast of lead and tin in plaster
mold,mold,p141r_1,Molding a crayfish
mold,mold,p142v_1,Molding grasshoppers and things too thin
mold,mold,p142v_2,Molds
mold,mold,p142v_3,Lute for luting your molds
mold,mold,p143r_1,Molding turtles
mold,mold,p143r_3,Toad
mold,mold,p144r_1,Turtles
mold,mold,p145r_2,Cuttlefish bone
mold,mold,p145v_1,Molding plants and flowers
mold,mold,p145v_2,
mold,mold,p146v_1,Molding turtles
mold,mold,p147v_1,+Cast of copper alloyed with ☾, which is like very base solder / ard and old K and some R out of xii
mold,mold,p147v_4,Cast of latten
mold,mold,p148v_1,Molding turtles
mold,mold,p149v_4,Bat
mold,mold,p150r_3,Molds
mold,mold,p150v_1,Molding hollow
mold,mold,p152r_1,Molding a rat
mold,mold,p152v_1,Repairing cast things
mold,mold,p153r_2,Giving the thickness that you wish to a medal
mold,mold,p153v_1,Testing the goodness and strength of a sand to be reheated
mold,mold,p154v_3,The casting of silver
mold,mold,p155r_1,Molding a rose
mold,mold,p156r_1,Molding promptly and reducing a hollow form to a relief
mold,mold,p157r_4,Arranging plants or flowers for casting
mold,mold,p157v_1,Ash in the molds
mold,mold,p157v_2,Molding a bird
mold,mold,p158r_1,Mercury in the molds for cleaning
mold,mold,p158v_3,Candle smoke
mold,mold,p159r_1,Wax portraits
mold,mold,p159v_2,Carnation
mold,mold,p159v_3,Molds
mold,mold,p159v_4,Plaster alone
mold,mold,p160r_1,Press for the large molds
mold,mold,p160r_2,Sand for flowers
mold,mold,p161r_1,Preparation of sand for frames
mold,mold,p162v_4,Molds of things that do not release
mold,mold,p163v_1,Crayfish
mold,mold,p164r_4,Blowing
mold,mold,p164v_1,Molds
mold,mold,p164v_3,Molds
mold,mold,p165v_4,Lute
mold,mold,p169v_2,Reducing a round figure to a hollow form
mold,mold,p170r_3,Clamps
mold,molds,p016r_1,Founding of soft iron
mold,molds,p020r_1,For making millas
mold,molds,p021v_2,Defense of a town
mold,molds,p028v_1,Pewterers
mold,molds,p030r_2,Pewterer
mold,molds,p049r_1,Casting of lead
mold,molds,p049r_4,Pewterers
mold,molds,p072v_1,Casting
mold,molds,p080v_1,Founders of small works  of tin
mold,molds,p085v_4,Experimented sands
mold,molds,p107r_1,Catching lizards and snakes
mold,molds,p108r_2,Spalt
mold,molds,p110v_1,Molds
mold,molds,p111r_1,Reheating molds
mold,molds,p111r_2,Latten smoke
mold,molds,p111r_4,Clay earth
mold,molds,p111r_5,Iron wire
mold,molds,p111v_5,Composition of sand
mold,molds,p112r_1,For tempering sand
mold,molds,p113r_1,Tempering the sand and molding the first cast
mold,molds,p114r_1,Second cast
mold,molds,p115r_1,Make the cast, reheat the molds, &amp;c Note about everything above |-|
mold,molds,p115r_3,Mold reheating
mold,molds,p115v_3,Reheating the noyau molds
mold,molds,p116r_1,Molding bouquets, plants, and flowers
mold,molds,p116r_3,Casting for gold and silver
mold,molds,p116v_1,Molding snakes in all weather
mold,molds,p117v_1,For making the ashes of flowers and plants leave molds
mold,molds,p118r_2,For removing flashing and barbs from things molded à noyau
mold,molds,p120v_1,Crocum ferri
mold,molds,p121v_1,For casting in silver
mold,molds,p121v_2,Silver for casting
mold,molds,p124v_2,Casting with gold
mold,molds,p126r_1,Molding fruits and animals in sugar
mold,molds,p126v_1,Crocum ferri
mold,molds,p126v_2,Plaster
mold,molds,p126v_3,Plants difficult to burn in the noyau
mold,molds,p127v_1,Founders’ earth
mold,molds,p128r_1,Casting in silver and gold
mold,molds,p132r_2,Method for reheating the molds
mold,molds,p132v_2,Crocum ferri
mold,molds,p133r_4,Clamps and broken mold
mold,molds,p134r_2,Sand of crocum
mold,molds,p134v_2, For gold casts in large works
mold,molds,p137r_3,Clamps
mold,molds,p137v_1,Tempering sand for molds of flat medals
mold,molds,p138v_1,Talcum mixed in the molds
mold,molds,p139r_1,Casts of lead and tin
mold,molds,p139v_1,Cast of wax to represent an animal that one has not got
mold,molds,p140v_3,Cast of lead and tin in plaster
mold,molds,p141r_1,Molding a crayfish
mold,molds,p142v_1,Molding grasshoppers and things too thin
mold,molds,p142v_2,Molds
mold,molds,p142v_3,Lute for luting your molds
mold,molds,p143r_3,Toad
mold,molds,p144r_1,Turtles
mold,molds,p146v_1,Molding turtles
mold,molds,p147v_2,Lute
mold,molds,p148v_1,Molding turtles
mold,molds,p150r_3,Molds
mold,molds,p150v_1,Molding hollow
mold,molds,p155r_1,Molding a rose
mold,molds,p155v_1,Rose
mold,molds,p157v_1,Ash in the molds
mold,molds,p158r_1,Mercury in the molds for cleaning
mold,molds,p158v_2,Large molds
mold,molds,p159v_3,Molds
mold,molds,p159v_4,Plaster alone
mold,molds,p160r_1,Press for the large molds
mold,molds,p162v_4,Molds of things that do not release
mold,molds,p164v_1,Molds
mold,molds,p164v_3,Molds
mold,molds,p165r_4,Plaster for molding
mold,molds,p165v_3,Molds
mold,molds,p165v_4,Lute
mold,molds,p170r_4,Molds
mold,molds,p170r_6,Cleaning closed molds
mold,mold, of white stone with no eyelets,p005r_1,Steel mirrors
mold,cold molds,p028v_1,Pewterers
mold,female mold,p028v_1,Pewterers
mold,metal molds,p030r_2,Pewterer
mold,grais molds,p030r_2,Pewterer
mold,grais mold,p030r_2,Pewterer
mold,leather mold,p036r_1,For transmuting a ball into a thimble, cunning
mold,mold of earth,p042r_1,Founder
mold,mold made of canvas,p048r_4,Keeping birds and animals
mold,stone molds,p048v_2,Lead, tin
mold,copper mold,p048v_2,Lead, tin
mold,copper mold,p049r_1,Casting of lead
mold,tin molds,p049r_4,Pewterers
mold,molds of iron &amp; copper,p063r_3,Casting
mold,frame mold,p068r_3,Casting
mold,lead mold,p082v_2,Casting lead in lead
mold,frame molds,p111r_1,Reheating molds
mold,frame molds,p115v_3,Reheating the noyau molds
mold,frame molds,p170r_4,Molds
mold,noyau molds,p111r_1,Reheating molds
mold,noyau molds,p115v_3,Reheating the noyau molds
mold,noyau molds,p118v_1,Casting in frames
mold,noyau molds,p158v_3,Candle smoke
mold,molds for casting latten,p111r_2,Latten smoke
mold,reheated molds,p115v_3,Reheating the noyau molds
mold,tempered sand mold,p116r_1,Molding bouquets, plants, and flowers
mold,mold en noyau,p117r_1,A means of molding flowers and plants
mold,plaster molds,p125r_1,Plaster
mold,plaster mold,p125v_3,Plaster for casting in wax
mold,plaster mold,p126r_1,Molding fruits and animals in sugar
mold,molds of plaster,p127r_1,Molds of plaster for wax
mold,mold of plaster,p127r_1,Molds of plaster for wax
mold,small molds,p133v_1,Bubbles and little holes which are found in the mold
mold,big molds,p135r_2,Gate
mold,large molds,p139r_1,Casts of lead and tin
mold,mold à noyau,p139v_1,Cast of wax to represent an animal that one has not got
mold,mold which is of white plaster,p139v_1,Cast of wax to represent an animal that one has not got
mold,half mold,p144r_1,Turtles
mold,flat molds,p145v_1,Molding plants and flowers
tripoli,tripoli,p005r_1,Steel mirrors
tripoli,tripoli,p008v_1,Polishing of the balas ruby
tripoli,tripoli,p012v_2,Cleaning yellow pearls
tripoli,tripoli,p012v_3,For whitening enilanroc
tripoli,tripoli,p013r_3,Polishing of stones
tripoli,venice tripoli,p005r_1,Steel mirrors
tripoli,tripoli from bretagne,p037v_3,Yellow Amber
tripoli,tripoli of brittany,p038r_4,Amber
putty,putty,p005r_1,Steel mirrors
putty,putty,p030r_2,Pewterer
putty,putty,p038r_4,Amber
putty,emery putty,p005r_1,Steel mirrors
molded,molded,p005r_1,Steel mirrors
crucible,crucible,p005r_1,Steel mirrors
crucible,crucible,p036v_1,Founder
crucible,crucible,p036v_2,Four à vent
crucible,crucible,p039r_1,Goldsmith
crucible,crucible,p048v_1,Extraction of regulus
crucible,crucible,p063r_3,Casting
crucible,crucible,p068r_3,Casting
crucible,crucible,p069r_2,Sand
crucible,crucible,p079v_4,Mixture for printers
crucible,crucible,p082v_4,Method of casting in bronze
crucible,crucible,p083r_6,Excellent sand
crucible,crucible,p086v_1,Excellent sand for lead, tin, and copper
crucible,crucible,p098v_5,Founding
crucible,crucible,p100v_2,For ruby take some gold leaf
crucible,crucible,p101r_2,Salt for melting
crucible,crucible,p108r_2,Spalt
crucible,crucible,p109r_2,Wax for molding -
crucible,crucible,p116v_2,Mixture of tin and lead
crucible,crucible,p118v_1,Casting in frames
crucible,crucible,p123r_1, A means di far correr lotnegra
crucible,crucible,p127v_1,Founders’ earth
crucible,crucible,p128r_1,Casting in silver and gold
crucible,crucible,p128v_1,Whitening of cast silver
crucible,crucible,p135v_1,Casting in ☼
crucible,crucible,p139r_1,Casts of lead and tin
crucible,crucible,p147v_3,Crucible
crucible,crucible,p164r_3,Leady silver
crucible,crucible,p164r_4,Blowing
crucible,crucible,p167r_1,Petards
crucible,crucibles,p040v_2,Latten and calamine
crucible,crucibles,p047v_2,Founding
crucible,crucibles,p047v_3,Crucibles
crucible,crucibles,p100v_1,Gemstones
crucible,crucibles,p101v_1,Jacinth
crucible,crucibles,p107r_1,Catching lizards and snakes
crucible,crucibles,p111v_5,Composition of sand
crucible,crucibles for melting metal,p047v_2,Founding
crucible,hollow crucible,p092v_2,Congealing mercury
