prefLabel_en,verbatim_term,identity,title
water,cold water,p117v_4,Molding à noyau figures of wax or medals of lead
water,cold water,p125r_1,Plaster
water,cold water,p126r_1,Molding fruits and animals in sugar
water,cold water,p137v_1,Tempering sand for molds of flat medals
water,cold water,p159v_4,Plaster alone
water,clean water,p005v_1,For bronzing in yellow and white
water,water of ret hide glue,p005v_1,For bronzing in yellow and white
water,clear water,p006r_1,For laying down and seating burnished gold and giving red or green or blue
water,clear water,p010v_4,For whitening ceruse
water,clear water,p011r_1,Painting esmail d’azur in oil
water,clear water,p016v_1,Against Go
water,clear water,p043v_1,Varied and transmuted wine
water,clear water,p052v_2,Colors
water,clear water,p060r_3,Oil
water,clear water,p075r_3,Bronze like tin
water,clear water,p077r_4,Recipe for making bronze and varnish of many sorts
water,clear water,p114r_1,Second cast
water,clear water,p128v_1,Whitening of cast silver
water,clear water,p143v_2,Iron filings
water,clear water,p147v_4,Cast of latten
water,clear water,p161r_1,Preparation of sand for frames
water,clear water,p165v_1,Stance of animals
water,gum water,p008v_2,Or and argent moulu
water,gum water,p039v_3,Tracing some history on glass
water,gum water,p041v_3,Colors and gilding on glass
water,gum water,p074r_1,For bronzing white
water,gum water,p075v_3,For gilding with or moleu
water,gum water,p078r_2,For making red varnish
water,gum water,p078v_1,For making bronze in the color of steel
water,alum water,p010v_1,For painting in oil on taffeta without the oil running
water,alum water,p042v_3,Painting in oil on taffeta which
water,alum water,p073r_4,For making gray wood
water,rock water,p011r_1,Painting esmail d’azur in oil
water,colored water,p011r_1,Painting esmail d’azur in oil
water,soap water,p013v_2,Whitening of pearls
water,soap water,p051r_1,Counterproofing
water,hot water,p015v_4,Softening horn
water,hot water,p050r_1,Keeping fruit for the entire year
water,hot water,p053v_1,Silkworms
water,hot water,p104v_2,For casting
water,hot water,p110v_1,Molds
water,hot water,p114r_1,Second cast
water,hot water,p125r_1,Plaster
water,hot water,p125v_3,Plaster for casting in wax
water,hot water,p137v_1,Tempering sand for molds of flat medals
water,hot water,p139v_1,Cast of wax to represent an animal that one has not got
water,hot water,p143r_1,Molding turtles
water,hot water,p144r_1,Turtles
water,hot water,p146v_1,Molding turtles
water,hot water,p150v_1,Molding hollow
water,hot water,p153r_1,Molding hollow for seals or other things
water,hot water,p153r_2,Giving the thickness that you wish to a medal
water,hot water,p159r_1,Wax portraits
water,hot water,p159v_4,Plaster alone
water,hot water,p160v_1,Molding a foot or hand
water,mucilaginous water,p016v_1,Against Go
water,cistern water,p020v_1,For whitening the face
water,clear starch water,p029v_2,Layer of burnished gold on paper
water,colored waters,p031r_2,Colored waters
water,fresh water,p037r_4,For keeping candles from dripping and making them white
water,corrosive water,p038r_4,Amber
water,common water,p040r_2,Aquafortis
water,common water,p067v_3,Huiles d’essence
water,common water,p112r_1,For tempering sand
water,common water,p118v_1,Casting in frames
water,common water,p121v_1,For casting in silver
water,common water,p128v_1,Whitening of cast silver
water,tepid water,p042r_2,Wax for seal and imprint
water,tepid water,p046r_1,For the teeth, oil of sulfur
water,starch water,p042v_3,Painting in oil on taffeta which
water,starch water,p113r_1,Tempering the sand and molding the first cast
water,water of the vat,p050r_1,Keeping fruit for the entire year
water,river water,p050r_1,Keeping fruit for the entire year
water,river water,p056r_1,Excellent tempering bath for cuirass bodies
water,river water,p073r_4,For making gray wood
water,gummed water,p051r_1,Counterproofing
water,gummed water,p053r_4,Molding with paper
water,gummed water,p084v_4,Sand for lead, the most excellent of all, for high and low reliefs
water,well-gummed water,p051r_1,Counterproofing
water,wash water,p051r_2,Cutters of printing plates
water,wash water,p093v_2,Azure
water,water of sulfurous baths,p052r_1,The work done in Algiers
water,soapy water,p060v_2,Cleaning panels
water,vine water,p061v_1,Water to give light for the painter
water,water from a honey beehive,p066v_1,For preventing teats from swelling d or to diminish overly large ones
water,goldsmith’s water,p073r_3,For ridding bone or horn of grease
water,well water,p073r_4,For making gray wood
water,quite clear gum water,p074v_1,For making red varnish
water,currier's water,p075v_1,For making gray wood
water,water for disease of the eyes,p079r_2,For making water for disease of the eyes
water,fountain water,p079r_2,For making water for disease of the eyes
water,fountain water,p145v_1,Molding plants and flowers
water,waters of the above mentioned salts,p084r_5,Sand from a mine in Thoulouse
water,salt water,p084v_2,Eau Magistra
water,salt water,p087v_3,Sand of the mine of Thoulouse
water,salt water,p090v_1,Terre fondue of potters
water,salt water,p093r_1,Olives
water,salt water,p098v_5,Founding
water,salt water,p163v_2,Crocum
water,water of glair of egg,p084v_4,Sand for lead, the most excellent of all, for high and low reliefs
water,old water from farriers,p092v_2,Congealing mercury
water,lightly lukewarm water,p094r_1,Furbisher
water,holy water,p103r_1,Against burns, excellent
water,new water,p103r_1,Against burns, excellent
water,first water,p103r_1,Against burns, excellent
water,water of sublimate,p103r_2,Against dogs’ mange
water,sal ammoniac water,p106r_2,Making gold run for casting
water,sal ammoniac water,p108r_2,Spalt
water,sal ammoniac water,p111v_1,Sal ammoniac water
water,sal ammoniac water,p113r_1,Tempering the sand and molding the first cast
water,sal ammoniac water,p118r_5,Sal ammoniac
water,sal ammoniac water,p118v_1,Casting in frames
water,sal ammoniac water,p119v_1,Fashion of preparing a spalt spat
water,sal ammoniac water,p137v_1,Tempering sand for molds of flat medals
water,sal ammoniac water,p144r_1,Turtles
water,sal ammoniac water,p145v_1,Molding plants and flowers
water,sal ammoniac water,p161r_1,Preparation of sand for frames
water,muddy water,p108r_2,Spalt
water,lukewarm water,p109r_3,Molding wax
water,common fountain water,p113r_1,Tempering the sand and molding the first cast
water,sal ammoniac water among the common,p117r_1,A means of molding flowers and plants
water,water of bullitoyre,p128v_1,Whitening of cast silver
water,water of tartar,p128v_1,Whitening of cast silver
water,boiling water,p131r_5,Molded waxes
water,boiling water,p159v_4,Plaster alone
water,boiled water of quince seed,p134v_3,Secret for soldering gold and silver in small works
water,water so hot,p139v_1,Cast of wax to represent an animal that one has not got
water,warm water,p153r_1,Molding hollow for seals or other things
water,scabious or bugloss water,p170v_2,Against plague
minium,minium,p002v_2,Emeralds of Brissac
minium,minium,p002v_3,Sapphire
minium,minium,p007r_1,For gilding with gold color and tinsel
minium,minium,p013r_1,Flesh color from arsenic
minium,minium,p041v_1,Glassworkers’ black
minium,minium,p043r_2,White bronzing on plaster
minium,minium,p043r_4,White bronzing
minium,minium,p061r_1,Flesh colors
minium,minium,p063r_2,Drying of oil
minium,minium,p063v_7,Softening
minium,minium,p064r_3,Vermilion
minium,minium,p064r_4,Oil colors in water
minium,minium,p065r_4,Fatty colors
minium,minium,p066r_5,Gilding molding for panels with or mat
minium,minium,p066r_6" continued="yes,* Or mat
minium,minium,p084v_4,Sand for lead, the most excellent of all, for high and low reliefs
minium,minium,p085r_2,Glue
minium,minium,p100r_1,Gold color
minium,minium,p100v_1,Gemstones
minium,minium,p100v_2,For ruby take some gold leaf
minium,minium,p101r_1,Topaz
minium,minium,p101v_2,Topaz
minium,minium,p101v_3,Varnish
minium,minium,p161v_1,Crocum ferri
minium,minium,p163v_2,Crocum
minium,minium from england,p043r_2,White bronzing on plaster
minium,minium from england,p043r_4,White bronzing
minium,good minium, not adulterated by brick,p100v_1,Gemstones
minium,vitrified minium,p100v_2,For ruby take some gold leaf
minium,lightly ground minium,p158v_1,Colors for green leaves
marble,marble,p002v_2,Emeralds of Brissac
marble,marble,p005v_1,For bronzing in yellow and white
marble,marble,p006r_1,For laying down and seating burnished gold and giving red or green or blue
marble,marble,p008v_2,Or and argent moulu
marble,marble,p010r_5,Powder for hourglasses
marble,marble,p011r_1,Painting esmail d’azur in oil
marble,marble,p012r_4,Plaster
marble,marble,p012v_3,For whitening enilanroc
marble,marble,p013r_1,Flesh color from arsenic
marble,marble,p029r_1,Stucco for molding
marble,marble,p040r_3,Vinegar
marble,marble,p041r_03,Sand
marble,marble,p042v_4,Sand for casting
marble,marble,p048v_2,Lead, tin
marble,marble,p051r_2,Cutters of printing plates
marble,marble,p056r_2,Varnish for distemper
marble,marble,p056v_1,Painter
marble,marble,p063r_6,Verdigris and another very beautiful bright green
marble,marble,p068r_3,Casting
marble,marble,p069r_2,Sand
marble,marble,p072r_2,Casting in copper 
marble,marble,p074r_1,For bronzing white
marble,marble,p075r_2,Bronze of copper
marble,marble,p075r_3,Bronze like tin
marble,marble,p075r_5,Or moulu
marble,marble,p078v_1,For making bronze in the color of steel
marble,marble,p078v_4,For making bronze
marble,marble,p084r_3,Eau magistra
marble,marble,p084r_5,Sand from a mine in Thoulouse
marble,marble,p084v_4,Sand for lead, the most excellent of all, for high and low reliefs
marble,marble,p086v_1,Excellent sand for lead, tin, and copper
marble,marble,p088v_1,Sand from pulverized rock salt and sand from the mine finely ground on marble 
marble,marble,p089v_1,Sal ammoniac and alabaster
marble,marble,p093v_1,Faces in distemper
marble,marble,p101r_2,Salt for melting
marble,marble,p107r_1,Catching lizards and snakes
marble,marble,p108r_2,Spalt
marble,marble,p118v_1,Casting in frames
marble,marble,p134v_1,For making ☀ run
marble,marble,p148r_4,Crocum ferri
marble,marble,p154r_4,Iron scales
marble,marble,p161v_1,Crocum ferri
marble,marbles,p056v_1,Painter
marble,polished marble,p006v_2,For stampings to embellish and encrust or cover the edges of mirrors, the tops of chests, or the friezes of bed valances
marble,common marble,p068r_3,Casting
luted,luted,p002v_2,Emeralds of Brissac
luted,luted,p007v_3,For relieving the pain of G.
luted,luted,p040v_4,Aquafortis
luted,luted,p047v_3,Crucibles
luted,luted,p052r_1,The work done in Algiers
luted,luted,p123r_1, A means di far correr lotnegra
luted,luted,p127v_1,Founders’ earth
luted,luted,p132r_2,Method for reheating the molds
luted,luted,p141r_1,Molding a crayfish
luted,luted,p145v_2,
verdet,verdet,p002v_2,Emeralds of Brissac
verdet,verdet,p007r_2,For coloring stamped trunks
verdet,verdet,p013r_2,For dyeing
verdet,verdet,p075r_2,Bronze of copper
verdet,verdet,p092v_2,Congealing mercury
verdet,verdet,p100r_1,Gold color
verdet,verdet,p104r_2,For etching on iron
verdet,verdet,p106r_2,Making gold run for casting
verdet,verdet,p120r_2,Sand for casting in gold
verdet,verdet,p124r_4,Fine gold 
verdet,verdet,p129v_4,Spider molded on a leaf
verdet,verdet,p134v_1,For making ☀ run
verdet,verdet,p135v_1,Casting in ☼
verdet,verdet,p153v_2,Softening gold
crystal,crystal,p002v_2,Emeralds of Brissac
crystal,crystal,p002v_3,Sapphire
crystal,crystal,p015v_2,Letter, more legible
crystal,crystal,p102v_1,Painting on crystal or glass
crystal,crystal,p103v_5,Enamels
pebble,pebbles,p002v_3,Sapphire
pebble,pebbles,p036v_3,Glassworkers’ glass
pebble,pebbles,p100r_4,Vitrified saltpeter
pebble,pebbles,p100v_1,Gemstones
pebble,pebbles,p100v_2,For ruby take some gold leaf
pebble,pebbles,p101r_1,Topaz
pebble,white calcined pebbles,p100r_4,Vitrified saltpeter
pebble,white calcined pebbles,p100v_2,For ruby take some gold leaf
pebble,white pebbles that are found by the rivers &amp; among the sand bank, &amp; paths, which are somewhat transparent,p100v_1,Gemstones
pebble,calcined pebbles,p101r_1,Topaz
pebble,black calcined river pebbles,p169r_1,List of processes
sapphire,sapphire,p002v_3,Sapphire
sapphire,sapphire,p008v_3,Polishing of stones
sapphire,sapphire,p011v_4,For diamond points for engraving
sapphire,sapphire,p038r_1,Sapphire
sapphire,sapphire,p038r_3,Sapphire
sapphire,sapphires,p038r_1,Sapphire
sapphire,sapphires,p038r_3,Sapphire
coryal,coryal,p002v_3,Sapphire
enamel,enamels,p003r_1,Counterfeit coral
enamel,enamels,p037v_2,Glassworker
enamel,enamels,p101r_1,Topaz
enamel,enamels,p103v_5,Enamels
enamel,enamels,p124v_1,Rouge clair enamel
enamel,enamels,p156v_1,Molding a fly
enamel,enamel,p011r_1,Painting esmail d’azur in oil
enamel,enamel,p039r_1,Goldsmith
enamel,enamel,p039v_1,Enamel
enamel,enamel,p040r_4,Buttons of vermeilles
enamel,enamel,p040v_1,Cross of the commanders of Malta
enamel,enamel,p116r_4,A way to grind enamel gold very delicate gold rose leaves and others
enamel,enamel,p117v_2,Daisies
enamel,enamel,p120v_6,Keeping dry flowers in the same state all year
enamel,enamel,p124v_1,Rouge clair enamel
enamel,enamel,p136r_1,DEsm Enamelling thin works
enamel,red enamel,p009v_1,Painters
enamel,red enamel,p039r_1,Goldsmith
enamel,rouge clair enamel,p029v_6,Dragon’s blood
enamel,white enamel,p039v_1,Enamel
enamel,white enamel,p169r_1,List of processes
colophony,colophony,p003r_1,Counterfeit coral
colophony,colophony,p003r_3,Thick varnish for planks
cement,cement,p003r_1,Counterfeit coral
cement,cement,p010r_1,Counterfeit jasper
cement,cement,p133r_3,Marks from the points of iron wire which are found on the head of the animal
cement,cement,p150v_1,Molding hollow
cement,cement,p153v_2,Softening gold
cement,cement,p169v_2,Reducing a round figure to a hollow form
cement,goldsmith’s cement,p141r_1,Molding a crayfish
sulfur,sulfur,p003r_1,Counterfeit coral
sulfur,sulfur,p012r_1,For molding sulfur
sulfur,sulfur,p012r_3,Paper
sulfur,sulfur,p012r_4,Plaster
sulfur,sulfur,p035r_4,For making rabbits come out of a burrow
sulfur,sulfur,p044v_4,Stucco
sulfur,sulfur,p050r_2,Molding
sulfur,sulfur,p073r_4,For making gray wood
sulfur,sulfur,p073r_5,For making bronze in gold color
sulfur,sulfur,p073v_4,Color of burnished copper
sulfur,sulfur,p074r_2,For making vermilion
sulfur,sulfur,p076v_1,For making very beautiful color of gold &amp; of little expense
sulfur,sulfur,p081r_2,Earth for molding
sulfur,sulfur,p098v_5,Founding
sulfur,sulfur,p104r_3,Good mixture to color gold
sulfur,sulfur,p109r_2,Wax for molding -
sulfur,sulfur,p120r_2,Sand for casting in gold
sulfur,sulfur,p129r_3,Viper color
sulfur,sulfur,p129v_4,Spider molded on a leaf
sulfur,sulfur,p131r_5,Molded waxes
sulfur,sulfur,p139v_1,Cast of wax to represent an animal that one has not got
sulfur,sulfur,p140v_1,For casting in sulfur
sulfur,sulfur,p140v_2,Molding and shrinking a large figure
sulfur,sulfur,p169r_1,List of processes
sulfur,natural sulfur,p035r_3,For boiling an egg in cold water without fire
sulfur,natural sulfur,p075v_4,Recipe for putting all woods in color
sulfur,natural sulfur,p079r_3,For making bronze in the color of gold
sulfur,melted sulfur,p131r_5,Molded waxes
sulfur,melted sulfur,p169v_2,Reducing a round figure to a hollow form
leaded,leaded,p003r_1,Counterfeit coral
leaded,leaded,p074r_2,For making vermilion
leaded,leaded,p076r_1,For making wood green
leaded,leaded,p098v_5,Founding
leaded,leaded,p113r_1,Tempering the sand and molding the first cast
mastic,mastic,p003r_1,Counterfeit coral
mastic,mastic,p007r_3,Doublets
mastic,mastic,p040v_1,Cross of the commanders of Malta
mastic,mastic,p042v_6,White varnish on plaster
mastic,mastic,p060v_1,Varnish dry in an hour
mastic,mastic,p074r_3,For making varnish
mastic,mastic,p077v_1,Another approved varnish
mastic,mastic,p079v_1,For making varnish
mastic,mastic,p097v_1,Mastic varnish dry in a half hour
mastic,mastic,p098r_1,Varnish for lutes
mastic,mastic,p099v_6,Varnish
mastic,mastic,p100r_3,Gemstones
mastic,mastic,p120v_6,Keeping dry flowers in the same state all year
mastic,mastic,p133r_3,Marks from the points of iron wire which are found on the head of the animal
mastic,pulverized mastic,p004r_1,Varnish of spike lavender oil
mastic,pulverized mastic,p097v_1,Mastic varnish dry in a half hour
mastic,mastic, pulverized &amp; passed delicately through a sieve,p060v_1,Varnish dry in an hour
mastic,mastic pulverized,p060v_1,Varnish dry in an hour
mastic,pulverized subtly mastic,p071v_1,Varnish
wood,wood,p003r_1,Counterfeit coral
wood,wood,p003v_1,For varnishing
wood,wood,p006r_1,For laying down and seating burnished gold and giving red or green or blue
wood,wood,p006v_1,For ga cachcages
wood,wood,p007r_1,For gilding with gold color and tinsel
wood,wood,p007v_1,For giving the color of all kinds of metals to wood &amp; other things
wood,wood,p024v_1,For bringing a cannon over land
wood,wood,p030r_2,Pewterer
wood,wood,p035v_2,For transmuting grain from one vessel to another
wood,wood,p036v_1,Founder
wood,wood,p037v_2,Glassworker
wood,wood,p048v_1,Extraction of regulus
wood,wood,p051r_2,Cutters of printing plates
wood,wood,p056v_1,Painter
wood,wood,p058v_3,In fresco
wood,wood,p058v_5,Paintbrushes
wood,wood,p060v_3,Spike lavender oil
wood,wood,p060v_4,Wood color
wood,wood,p064r_7,
wood,wood,p066r_3,Painting in distemper on wood
wood,wood,p071r_2,Wood with streaked grain
wood,wood,p071v_3,Spider
wood,wood,p073r_1,For making blue varnish
wood,wood,p073r_2,For orange color
wood,wood,p073r_4,For making gray wood
wood,wood,p073v_2,Varnish
wood,wood,p074v_3,Recipe for white gum
wood,wood,p075r_2,Bronze of copper
wood,wood,p075r_3,Bronze like tin
wood,wood,p075v_1,For making gray wood
wood,wood,p075v_2,For gilding on wood
wood,wood,p075v_4,Recipe for putting all woods in color
wood,wood,p076r_1,For making wood green
wood,wood,p076r_2,For making wood red
wood,wood,p076v_2,For making black goumiche
wood,wood,p076v_3,For the white 
wood,wood,p078r_3,For making green trwood
wood,wood,p079r_1,Making gray wood
wood,wood,p082r_2,Frame
wood,wood,p082v_4,Method of casting in bronze
wood,wood,p091r_2,Molding with cuttlefish bone
wood,wood,p093r_4,Sand
wood,wood,p093v_2,Azure
wood,wood,p094r_1,Furbisher
wood,wood,p100r_3,Gemstones
wood,wood,p105r_3,Painter
wood,wood,p126v_2,Plaster
wood,wood,p126v_3,Plants difficult to burn in the noyau
wood,wood,p137v_1,Tempering sand for molds of flat medals
wood,wood,p139r_1,Casts of lead and tin
wood,wood,p145r_2,Cuttlefish bone
wood,wood,p159r_1,Wax portraits
wood,wood,p167r_1,Petards
wood,wood,p169r_1,List of processes
wood,woods,p075v_4,Recipe for putting all woods in color
wood,service tree wood,p007r_2,For coloring stamped trunks
wood,soft wood,p038r_4,Amber
wood,wood with streaked grain,p071r_2,Wood with streaked grain
wood,fig tree wood,p075v_2,For gilding on wood
wood,willow wood,p094r_1,Furbisher
wood,beech wood,p094r_1,Furbisher
wood,hard wood,p139r_1,Casts of lead and tin
wood,rotten wood,p162r_3,Rotten wood
brick,brick,p003r_1,Counterfeit coral
brick,brick,p012v_1,Molding stucco promptly
brick,brick,p012v_3,For whitening enilanroc
brick,brick,p014r_1,For walls of earth and rustic construction
brick,brick,p081v_1,Sand
brick,brick,p091r_2,Molding with cuttlefish bone
brick,brick,p106r_2,Making gold run for casting
brick,brick,p106v_2,
brick,brick,p107r_1,Catching lizards and snakes
brick,brick,p111v_5,Composition of sand
brick,brick,p112r_3,Molding en noyau. Mixture of sand
brick,brick,p116r_2,Molding de en noyau with the same sand, wax images or lead medals and suchlike
brick,brick,p117v_3,Sand that was used
brick,brick,p117v_4,Molding à noyau figures of wax or medals of lead
brick,brick,p118v_1,Casting in frames
brick,brick,p120r_2,Sand for casting in gold
brick,brick,p127v_1,Founders’ earth
brick,brick,p137v_1,Tempering sand for molds of flat medals
brick,brick,p140v_3,Cast of lead and tin in plaster
brick,brick,p150r_3,Molds
brick,brick,p164v_2,Sand
brick,bricks,p014r_1,For walls of earth and rustic construction
brick,bricks,p082r_2,Frame
brick,bricks,p098v_5,Founding
brick,bricks,p108r_2,Spalt
brick,bricks,p115v_3,Reheating the noyau molds
brick,whitish brick,p081v_1,Sand
brick,reheated brick,p121v_1,For casting in silver
coral,coral,p003r_1,Counterfeit coral
coral,counterfeit coral,p003r_1,Counterfeit coral
coral,white coral,p118r_3,For grottos
resin,resin,p003r_1,Counterfeit coral
resin,resin,p044v_4,Stucco
resin,resin,p049r_1,Casting of lead
resin,resin,p160v_1,Molding a foot or hand
resin,clear pitch resin,p003r_1,Counterfeit coral
resin,purified resin,p003r_1,Counterfeit coral
resin,pitch resin,p004v_3,Varnish of iron etchers
resin,black pitch resin,p044v_4,Stucco
resin,thoroughly thinned and clear melted resin,p057v_2,Painter
resin,melted resin,p087v_3,Sand of the mine of Thoulouse
charcoal,charcoal,p003r_1,Counterfeit coral
charcoal,charcoal,p003r_2,Varnish for panels
charcoal,charcoal,p003r_3,Thick varnish for planks
charcoal,charcoal,p004r_1,Varnish of spike lavender oil
charcoal,charcoal,p004v_1,Black varnish for sword guard, bands for trunks, &amp;c
charcoal,charcoal,p017r_1,On the gunner
charcoal,charcoal,p028v_1,Pewterers
charcoal,charcoal,p047r_4,Crucibles
charcoal,charcoal,p052r_1,The work done in Algiers
charcoal,charcoal,p062r_4,Drawing
charcoal,charcoal,p064v_1,Apprenticeship of the painter
charcoal,charcoal,p065v_2,Painting large figures
charcoal,charcoal,p067r_3,Bellows furnace
charcoal,charcoal,p073v_4,Color of burnished copper
charcoal,charcoal,p074r_3,For making varnish
charcoal,charcoal,p082v_4,Method of casting in bronze
charcoal,charcoal,p083r_5,Another
charcoal,charcoal,p083r_6,Excellent sand
charcoal,charcoal,p083v_3,Bellows
charcoal,charcoal,p096v_3,Yellow varnish
charcoal,charcoal,p098v_5,Founding
charcoal,charcoal,p106v_2,
charcoal,charcoal,p117v_1,For making the ashes of flowers and plants leave molds
charcoal,charcoal,p118r_3,For grottos
charcoal,charcoal,p126v_3,Plants difficult to burn in the noyau
